BatchIdx	TrainPerBatchMean
0	2.3151166439056396
1	2.30753231048584
2	2.2777979373931885
3	2.2513160705566406
4	2.1958231925964355
5	1.924983263015747
6	1.9072039127349854
7	1.8888156414031982
8	1.856088638305664
9	1.8725632429122925
10	1.8560360670089722
11	1.7246577739715576
12	1.670626163482666
13	1.6502211093902588
14	1.5535697937011719
15	1.6352357864379883
16	1.437100887298584
17	1.3910129070281982
18	1.3538459539413452
19	1.291797161102295
20	1.3762215375900269
21	1.2739434242248535
22	1.320317029953003
23	1.0700113773345947
24	1.085500717163086
25	1.261089563369751
26	1.0082252025604248
27	0.9592776894569397
28	0.9455161094665527
29	0.8355193138122559
30	0.7310293912887573
31	1.0494576692581177
32	0.8146829605102539
33	0.783581018447876
34	0.8192178010940552
35	0.6787432432174683
36	0.8066451549530029
37	0.8063937425613403
38	0.7114373445510864
39	0.6462814211845398
40	0.6141162514686584
41	0.6200818419456482
42	0.7146129012107849
43	0.5510252714157104
44	0.6019018292427063
45	0.5358337163925171
46	0.551879346370697
47	0.6613651514053345
48	0.6322797536849976
49	0.5169451236724854
50	0.42878925800323486
51	0.49802708625793457
52	0.5668084621429443
53	0.6208949089050293
54	0.7168605923652649
55	0.5993393063545227
56	0.48319417238235474
57	0.6226996183395386
58	0.6090051531791687
59	0.5932273864746094
60	0.46661317348480225
61	0.5991761088371277
62	0.37705692648887634
63	0.6250989437103271
64	0.4279424846172333
65	0.3687567114830017
66	0.6556977033615112
67	0.5909042358398438
68	0.5152778625488281
69	0.4500839114189148
70	0.5010844469070435
71	0.4572809636592865
72	0.49083709716796875
73	0.4442954659461975
74	0.3982027769088745
75	0.43203020095825195
76	0.49275344610214233
77	0.4755350947380066
78	0.4026816487312317
79	0.43553197383880615
80	0.42566967010498047
81	0.3933131694793701
82	0.6106752753257751
83	0.48512035608291626
84	0.4004599452018738
85	0.4037647843360901
86	0.37084853649139404
87	0.5013830661773682
88	0.4263105094432831
89	0.3702831268310547
90	0.41315901279449463
91	0.412751704454422
92	0.42950379848480225
93	0.3441743850708008
94	0.3337547183036804
95	0.3956378698348999
96	0.5414116382598877
97	0.32143062353134155
98	0.29601940512657166
99	0.4201674163341522
100	0.3525003492832184
101	0.4560665786266327
102	0.3655572533607483
103	0.4172970652580261
104	0.4561726450920105
105	0.41070252656936646
106	0.32876303791999817
107	0.32342398166656494
108	0.5268411636352539
109	0.4595237076282501
110	0.2649969458580017
111	0.3346681594848633
112	0.2513214945793152
113	0.33033931255340576
114	0.24054712057113647
115	0.47781985998153687
116	0.5427492260932922
117	0.4150753915309906
118	0.2948231101036072
119	0.4292933940887451
120	0.30993127822875977
121	0.35355931520462036
122	0.2573237419128418
123	0.325546532869339
124	0.3728376626968384
125	0.2825227677822113
126	0.28054431080818176
127	0.35359513759613037
128	0.30057257413864136
129	0.2983664274215698
130	0.28209152817726135
131	0.30960720777511597
132	0.3016093671321869
133	0.30581364035606384
134	0.2987610697746277
135	0.269659161567688
136	0.2861666977405548
137	0.4257163405418396
138	0.3129626512527466
139	0.2975027561187744
140	0.26950666308403015
141	0.2646108865737915
142	0.28708213567733765
143	0.15360741317272186
144	0.30912280082702637
145	0.4697156846523285
146	0.3537741005420685
147	0.24305452406406403
148	0.2696129083633423
149	0.3273070454597473
150	0.19691242277622223
151	0.27395954728126526
152	0.29868990182876587
153	0.3187982439994812
154	0.20326954126358032
155	0.2512194514274597
156	0.24843521416187286
157	0.3985704183578491
158	0.4853784441947937
159	0.20263634622097015
160	0.2723991572856903
161	0.3336484432220459
162	0.22428542375564575
163	0.3284609913825989
164	0.33162158727645874
165	0.3108334541320801
166	0.23626074194908142
167	0.3047044277191162
168	0.2076936960220337
169	0.38203829526901245
170	0.22937966883182526
171	0.2434566468000412
172	0.3088204562664032
173	0.3257617950439453
174	0.2922182083129883
175	0.24738432466983795
176	0.24816568195819855
177	0.28222599625587463
178	0.21897637844085693
179	0.25305813550949097
180	0.35335132479667664
181	0.22821086645126343
182	0.2143785059452057
183	0.3010079562664032
184	0.30602994561195374
185	0.24729718267917633
186	0.23502179980278015
187	0.2193441390991211
188	0.3130481541156769
189	0.2381008118391037
190	0.28570556640625
191	0.26706308126449585
192	0.3622746765613556
193	0.32941412925720215
194	0.2367875576019287
195	0.3056010603904724
196	0.2893335223197937
197	0.24732360243797302
198	0.19671235978603363
199	0.23767158389091492
200	0.2757844924926758
201	0.27467435598373413
202	0.2544712424278259
203	0.3016490340232849
204	0.17918941378593445
205	0.1416102647781372
206	0.14454184472560883
207	0.20528042316436768
208	0.27313166856765747
209	0.17232848703861237
210	0.21858423948287964
211	0.14279460906982422
212	0.2218431979417801
213	0.27254554629325867
214	0.18973436951637268
215	0.16945165395736694
216	0.26855024695396423
217	0.1375592052936554
218	0.1516759693622589
219	0.14242824912071228
220	0.149198979139328
221	0.1552244871854782
222	0.2893766760826111
223	0.20903877913951874
224	0.2213071584701538
225	0.1119503527879715
226	0.10526891052722931
227	0.12229101359844208
228	0.20284244418144226
229	0.16868112981319427
230	0.24368858337402344
231	0.18619582056999207
232	0.11740309000015259
233	0.12054813653230667
234	0.20405974984169006
235	0.15471144020557404
236	0.18546998500823975
237	0.13534514605998993
238	0.11927157640457153
239	0.14520972967147827
240	0.2489587515592575
241	0.17609110474586487
242	0.1473473161458969
243	0.27065661549568176
244	0.14041846990585327
245	0.16709671914577484
246	0.16905827820301056
247	0.1313469409942627
248	0.21708780527114868
249	0.23040229082107544
250	0.20804649591445923
251	0.1819000095129013
252	0.16901016235351562
253	0.27038025856018066
254	0.10862419754266739
255	0.14724494516849518
256	0.3229234516620636
257	0.19201873242855072
258	0.23049646615982056
259	0.1278335303068161
260	0.1964792013168335
261	0.18204620480537415
262	0.16222015023231506
263	0.11981271207332611
264	0.18543371558189392
265	0.19379375874996185
266	0.10480917245149612
267	0.16618958115577698
268	0.11965957283973694
269	0.16654735803604126
270	0.16070318222045898
271	0.15410301089286804
272	0.15999022126197815
273	0.0845150351524353
274	0.17855152487754822
275	0.20694482326507568
276	0.139430433511734
277	0.14361679553985596
278	0.23204170167446136
279	0.20802226662635803
280	0.11727441102266312
281	0.11427675187587738
282	0.22315141558647156
283	0.14032204449176788
284	0.12718580663204193
285	0.16028377413749695
286	0.20053187012672424
287	0.14190079271793365
288	0.16351769864559174
289	0.2690885663032532
290	0.1133926510810852
291	0.13029126822948456
292	0.15354593098163605
293	0.2652896046638489
294	0.11959002166986465
295	0.1876530945301056
296	0.10358577966690063
297	0.1819106787443161
298	0.15040323138237
299	0.1372998058795929
300	0.24556772410869598
301	0.17749972641468048
302	0.1435766965150833
303	0.15156584978103638
304	0.15065352618694305
305	0.08255369961261749
306	0.1397760808467865
307	0.17819443345069885
308	0.10196822136640549
309	0.09353934228420258
310	0.2615193724632263
311	0.14772991836071014
312	0.15336090326309204
313	0.20554357767105103
314	0.2104712873697281
315	0.15798220038414001
316	0.15298259258270264
317	0.13550838828086853
318	0.09957090020179749
319	0.17277243733406067
320	0.2342057079076767
321	0.06947729736566544
322	0.14828267693519592
323	0.1466636061668396
324	0.1241844892501831
325	0.14723050594329834
326	0.13418498635292053
327	0.12738512456417084
328	0.1814868152141571
329	0.08243861794471741
330	0.16889110207557678
331	0.11739356815814972
332	0.15071702003479004
333	0.15881524980068207
334	0.19029854238033295
335	0.0983814001083374
336	0.053556013852357864
337	0.20187443494796753
338	0.12800976634025574
339	0.08955492079257965
340	0.12781786918640137
341	0.17225119471549988
342	0.27351808547973633
343	0.09718151390552521
344	0.1677444875240326
345	0.1857096552848816
346	0.13008204102516174
347	0.13131248950958252
348	0.20660048723220825
349	0.17828232049942017
350	0.0977068543434143
351	0.17723511159420013
352	0.19635161757469177
353	0.1868463158607483
354	0.10869994759559631
355	0.23202472925186157
356	0.13760998845100403
357	0.06864167749881744
358	0.11808785796165466
359	0.12652812898159027
360	0.14436933398246765
361	0.15777087211608887
362	0.12267909198999405
363	0.12195448577404022
364	0.1205466017127037
365	0.11560485512018204
366	0.20719383656978607
367	0.1611246019601822
368	0.13396885991096497
369	0.13746383786201477
370	0.17998729646205902
371	0.11645833402872086
372	0.09315608441829681
373	0.1340644210577011
374	0.11838717013597488
375	0.1483902931213379
376	0.16207042336463928
377	0.05988351255655289
378	0.10956527292728424
379	0.23370102047920227
380	0.09120753407478333
381	0.099400095641613
382	0.18408508598804474
383	0.16790029406547546
384	0.11845986545085907
385	0.06559956073760986
386	0.1444622129201889
387	0.16675645112991333
388	0.07728371024131775
389	0.0917368233203888
390	0.16159048676490784
391	0.10695339739322662
392	0.11814053356647491
