Epoch	TestStd
1	0.9842571079730987
2	0.6964017599821091
3	0.9747167885303497
4	1.0233851283788682
5	1.135599011182785
6	1.0937256574630738
7	1.054653462767601
8	0.9665848582983017
9	1.0513515919446945
10	1.2383048772811889
11	1.0310188621282577
12	1.0368644028902054
13	1.0910975456237793
14	0.9798839688301086
15	1.1899454116821289
16	1.2588693439960479
17	1.0639494359493256
18	1.278746670484543
19	1.2477209866046906
20	1.29338880777359
21	1.0230563849210739
22	1.0569113135337829
23	1.113822028040886
24	1.2217013955116272
25	1.233464425802231
26	1.183791571855545
27	0.9978371322154999
28	1.1066249072551728
29	1.1681605935096742
30	1.0060482442378997
31	1.100619339942932
32	1.1862348556518554
33	1.1288548558950424
34	1.0716830044984818
35	1.125287413597107
36	1.0955734550952911
37	1.1067183375358582
38	1.0529773265123368
39	1.120902520418167
40	1.0716145128011703
41	1.107810127735138
42	1.1043484061956406
43	1.1372468799352646
44	1.1316129207611083
45	1.0782824635505677
46	1.2830717086791992
47	1.0206292420625687
48	0.9813409388065338
49	1.0977712124586105
50	1.2351598203182221
51	1.1627514600753783
52	1.1369572967290877
53	1.1352676093578338
54	1.10118228495121
55	1.025165355205536
56	1.1927956908941268
57	1.100036472082138
58	1.1478962838649749
59	1.2666690528392792
60	1.098207101225853
61	0.9887700408697129
62	1.1500575125217438
63	1.3866140842437744
64	1.0013865500688552
65	1.1207973033189773
66	1.0545552372932434
67	1.0287589490413667
68	1.1159786522388457
69	1.2095924258232116
70	1.132489910721779
71	1.2248638987541198
72	1.118321391940117
73	1.0324848651885987
74	1.1436902552843093
75	1.1750192314386367
76	1.1797472923994063
77	1.1139116019010544
78	1.0813548535108566
79	1.0729372054338455
80	1.194447261095047
81	1.189535915851593
82	1.165027517080307
83	1.164543879032135
84	1.1890776306390762
85	1.131325927376747
86	1.2216128885746003
87	1.118081843852997
88	1.147213989496231
89	1.1347988665103912
90	1.0828380584716797
91	1.1621469885110856
92	1.1755491226911545
93	1.1720812797546387
94	1.159095585346222
95	1.23695068359375
96	1.1272405505180358
97	1.0883264541625977
98	1.1016994327306748
99	1.0768295109272004
100	1.1167328894138335
101	1.3181239366531372
102	1.1318464905023575
103	1.1003223568201066
104	1.3271518528461457
105	1.0545650184154511
106	1.3073909163475037
107	1.1049150675535202
108	1.1706187069416045
109	1.138409388065338
110	1.212244600057602
111	1.1654522120952606
112	1.1127578437328338
113	1.042592316865921
114	1.1692638784646987
115	1.2045339047908783
116	1.083803504705429
117	1.184426948428154
118	1.1556175082921982
119	1.0750594556331634
120	1.30694078207016
121	1.2790435552597046
122	1.312646758556366
123	1.477182686328888
124	1.3137825667858123
125	1.3337766408920289
126	1.3148003339767456
127	1.312066125869751
128	1.3266027987003326
129	1.366494458913803
130	1.4180985510349273
131	1.3432686924934387
132	1.3963860750198365
133	1.4031244933605194
134	1.325908100605011
135	1.5411183834075928
136	1.2841768085956573
137	1.4499126017093658
138	1.379379403591156
139	1.4073901772499084
140	1.3277830243110658
141	1.4901996314525605
142	1.2876984477043152
143	1.3156507015228271
144	1.4546872794628143
145	1.4190172493457793
146	1.426674520969391
147	1.4313395619392395
148	1.3035457730293274
149	1.264213901758194
150	1.366191750764847
151	1.3671948730945587
