Epoch	TestLoss
1	2.115745115280151
2	1.6954221844673156
3	1.3676171600818634
4	1.047483417391777
5	1.0548248171806336
6	0.8538049697875977
7	0.7593788743019104
8	0.6837574183940888
9	0.6526241272687912
10	0.8296309858560562
11	0.6183535665273666
12	0.5785090938210488
13	0.6046094477176667
14	0.5465808659791946
15	0.6742354273796082
16	0.7924060553312302
17	0.565559697151184
18	0.6952000796794892
19	0.7518930345773697
20	0.6975945830345154
21	0.4766887813806534
22	0.5051520988345146
23	0.5534068942070007
24	0.6255892515182495
25	0.6331313073635101
26	0.6191877782344818
27	0.46864739507436753
28	0.5613677754998208
29	0.5793635755777359
30	0.4563280627131462
31	0.508075299859047
32	0.530573433637619
33	0.48054403960704806
34	0.4621201857924461
35	0.4692686066031456
36	0.4691359788179398
37	0.4736082151532173
38	0.426583231985569
39	0.4562769576907158
40	0.44178215265274046
41	0.47252158671617506
42	0.4460847586393356
43	0.46839246451854705
44	0.4479109436273575
45	0.443036375939846
46	0.5540340632200241
47	0.4201591029763222
48	0.3838977038860321
49	0.4356721580028534
50	0.5474091082811355
51	0.47345474511384966
52	0.4594411730766296
53	0.44540259540081023
54	0.44296928942203523
55	0.40589320957660674
56	0.4725421667098999
57	0.432419428229332
58	0.44198604822158816
59	0.5058960169553757
60	0.38874208778142927
61	0.37410502284765246
62	0.43965664952993394
63	0.5649811059236527
64	0.3573111429810524
65	0.4330200359225273
66	0.4052168056368828
67	0.3759695038199425
68	0.4294547140598297
69	0.4603381007909775
70	0.4448652550578117
71	0.47272739708423617
72	0.43628435730934145
73	0.3876865655183792
74	0.4293155938386917
75	0.4236243054270744
76	0.4205219715833664
77	0.41851656883955
78	0.3753043860197067
79	0.37706041932106016
80	0.4488511919975281
81	0.4322692558169365
82	0.45677423030138015
83	0.44717698395252226
84	0.42962880432605743
85	0.3966783121228218
86	0.4647285774350166
87	0.4037234351038933
88	0.41785010099411013
89	0.40344117730855944
90	0.38521783202886584
91	0.4328175872564316
92	0.41123135536909106
93	0.41919346898794174
94	0.3941116750240326
95	0.4603151649236679
96	0.39783672988414764
97	0.3804510861635208
98	0.37286621481180193
99	0.3599813312292099
100	0.36618978828191756
101	0.46983440816402433
102	0.38611472249031065
103	0.3760403379797935
104	0.4870828166604042
105	0.3707679405808449
106	0.5172186478972435
107	0.3858317956328392
108	0.40155238211154937
109	0.3794492527842522
110	0.4296728804707527
111	0.3931638807058334
112	0.38643749207258227
113	0.3559157446026802
114	0.40432618409395216
115	0.42244817316532135
116	0.3635622441768646
117	0.3874567672610283
118	0.3841496706008911
119	0.35427465885877607
120	0.39373826384544375
121	0.37426883578300474
122	0.38560100346803666
123	0.4490418568253517
124	0.3930619865655899
125	0.39909014403820037
126	0.3829236477613449
127	0.3828946307301521
128	0.3910230427980423
129	0.4014086961746216
130	0.4199932038784027
131	0.39775789678096773
132	0.4099838897585869
133	0.41595565527677536
134	0.39141101837158204
135	0.49092846512794497
136	0.3814860388636589
137	0.4273370385169983
138	0.4043671518564224
139	0.4409600764513016
140	0.39950952231884
141	0.4527410089969635
142	0.3975591823458672
143	0.38376665860414505
144	0.45542648285627363
145	0.4624559015035629
146	0.4489751562476158
147	0.42550631761550906
148	0.3961703211069107
149	0.37027732878923414
150	0.3992845803499222
151	0.3859695553779602
152	0.38580495566129686
153	0.3983504354953766
154	0.40021114200353625
155	0.4024335637688637
156	0.41032523810863497
157	0.4061115443706512
158	0.4082961603999138
159	0.4090201824903488
160	0.41262722611427305
161	0.4132109582424164
162	0.4165379762649536
163	0.41540791392326354
164	0.41660419255495074
165	0.4158799797296524
166	0.41786460280418397
167	0.41850806325674056
168	0.4207252159714699
169	0.4181293353438377
170	0.41906999945640566
171	0.4222439333796501
172	0.4212679833173752
173	0.42132152020931246
174	0.422769221663475
175	0.42187741547822954
176	0.42256045490503313
177	0.4247446596622467
178	0.4219257146120071
179	0.4234807759523392
180	0.42531592696905135
181	0.4266388326883316
182	0.4250405251979828
183	0.42925731986761095
184	0.4270410180091858
185	0.42777782380580903
186	0.4278232157230377
187	0.42975030541419984
188	0.43131825923919676
189	0.4310660734772682
190	0.4290655359625816
191	0.42947432696819304
192	0.43130971044301986
193	0.43281764835119246
194	0.4332640036940575
195	0.4346506133675575
196	0.431942343711853
197	0.43456195294857025
198	0.4363122820854187
199	0.43671017736196516
200	0.434505806863308
201	0.43553627878427503
202	0.43689476102590563
203	0.43678347319364547
204	0.43794762045145036
205	0.43735614866018296
206	0.4378085732460022
207	0.43797907680273057
208	0.4378267303109169
209	0.4391036003828049
210	0.436702074110508
211	0.4392135262489319
212	0.43756539672613143
213	0.4378568485379219
214	0.4382131665945053
215	0.440068256855011
216	0.4394261553883553
217	0.439454048871994
218	0.43933165818452835
219	0.43940771371126175
220	0.4393694430589676
221	0.4401244580745697
222	0.44093662351369856
223	0.43973864167928695
224	0.43976351618766785
225	0.44126849323511125
226	0.4404724344611168
227	0.44051859229803086
228	0.43993659913539884
229	0.4382555797696114
230	0.4402784928679466
231	0.4428903266787529
232	0.4418704017996788
233	0.44008824974298477
234	0.44224674850702284
235	0.4421011984348297
236	0.439855220913887
237	0.44085113406181337
238	0.4417474642395973
239	0.4408344134688377
240	0.4420946925878525
241	0.44229973703622816
242	0.4424349650740623
243	0.4420443087816238
244	0.44316089898347855
245	0.44068731665611266
246	0.44249477833509443
247	0.44103836119174955
248	0.440827850997448
249	0.4427818462252617
250	0.4413335397839546
