BatchIdx	TrainPerBatchStd
0	0.34398776292800903
1	0.376010000705719
2	0.1743934601545334
3	0.25616204738616943
4	0.3982027769088745
5	0.656716525554657
6	0.4985608756542206
7	0.6738187670707703
8	0.5330178141593933
9	0.7005459070205688
10	0.9694448709487915
11	0.5252034664154053
12	0.6104391813278198
13	0.7644554972648621
14	0.6302701234817505
15	0.7479324340820312
16	0.6556282043457031
17	0.8674811720848083
18	0.8524345755577087
19	0.8402283191680908
20	0.9706651568412781
21	0.9466877579689026
22	0.9942888617515564
23	0.8956433534622192
24	0.8903591632843018
25	1.079585075378418
26	1.0400701761245728
27	1.1244134902954102
28	0.9675877690315247
29	0.9969086050987244
30	0.9960277676582336
31	1.223639726638794
32	0.8999832272529602
33	0.9145624041557312
34	1.0857517719268799
35	0.88618403673172
36	1.019156575202942
37	1.1541430950164795
38	0.9715375304222107
39	0.913267970085144
40	0.8901838660240173
41	0.8464176654815674
42	0.9985994100570679
43	0.8181569576263428
44	0.9244793653488159
45	0.8295357823371887
46	0.8230180144309998
47	0.9392330646514893
48	0.8861244320869446
49	0.7690332531929016
50	0.6389655470848083
51	0.7615528106689453
52	0.9918655157089233
53	1.0243899822235107
54	1.0971028804779053
55	0.7785078287124634
56	0.8223379850387573
57	1.0668272972106934
58	0.9369500279426575
59	1.145797848701477
60	0.7283646464347839
61	1.034255027770996
62	0.5858165621757507
63	0.989027738571167
64	0.8193647265434265
65	0.6141225695610046
66	1.132122278213501
67	1.007399559020996
68	0.8632521629333496
69	0.7092384696006775
70	0.9447219967842102
71	0.816885232925415
72	0.9136643409729004
73	0.9226033091545105
74	0.6383340358734131
75	0.7997676730155945
76	0.8014286756515503
77	0.8347064256668091
78	0.8648108839988708
79	0.8397374153137207
80	0.7907490730285645
81	0.8337789177894592
82	1.121407151222229
83	0.8532653450965881
84	0.9714623093605042
85	0.8782647848129272
86	0.8188285231590271
87	1.0004024505615234
88	0.9427627921104431
89	0.7689129710197449
90	0.678391695022583
91	0.788672685623169
92	0.8531978130340576
93	0.5826418399810791
94	0.6184043288230896
95	0.7675619125366211
96	0.96768718957901
97	0.7045979499816895
98	0.5579719543457031
99	0.7544059753417969
100	0.6650192141532898
101	1.1521427631378174
102	0.6636799573898315
103	0.9162805080413818
104	1.0052218437194824
105	0.8892723321914673
106	0.7282126545906067
107	0.6909216642379761
108	0.9618865251541138
109	1.0716228485107422
110	0.5785530209541321
111	0.6499583721160889
112	0.5361880660057068
113	0.7314923405647278
114	0.5529512166976929
115	0.9289684295654297
116	1.1092125177383423
117	0.89039546251297
118	0.6602003574371338
119	0.9270612597465515
120	0.7182135581970215
121	0.8661954998970032
122	0.4418570399284363
123	0.6743035912513733
124	0.8934382200241089
125	0.6017003059387207
126	0.5559959411621094
127	0.7338237762451172
128	0.6968458890914917
129	0.6476984024047852
130	0.5075053572654724
131	0.7731571197509766
132	0.7557145953178406
133	0.6437478065490723
134	0.6879172921180725
135	0.6229225397109985
136	0.6150686740875244
137	0.9107771515846252
138	0.7073155641555786
139	0.7523585557937622
140	0.5840995907783508
141	0.5965554714202881
142	0.7330641150474548
143	0.34348368644714355
144	0.7605710625648499
145	0.9934678077697754
146	0.7454527020454407
147	0.8264117240905762
148	0.6408821940422058
149	0.6913769841194153
150	0.4401992857456207
151	0.630804717540741
152	0.8226072788238525
153	0.7748317718505859
154	0.4298209846019745
155	0.6317223906517029
156	0.51511150598526
157	0.8007138967514038
158	0.9310783743858337
159	0.4549248218536377
160	0.6745878458023071
161	0.6377940773963928
162	0.5701295733451843
163	0.750962495803833
164	0.696578323841095
165	0.7560741901397705
166	0.5790072083473206
167	0.7853081226348877
168	0.5803450345993042
169	0.8863828778266907
170	0.5931834578514099
171	0.5323210954666138
172	0.7772394418716431
173	0.8504083752632141
174	0.7843252420425415
175	0.625740647315979
176	0.6171718239784241
177	0.6365169882774353
178	0.5856049656867981
179	0.7044676542282104
180	0.7353160977363586
181	0.5296874642372131
182	0.49298667907714844
183	0.8927738070487976
184	0.7389817237854004
185	0.5679061412811279
186	0.6777133345603943
187	0.5383023023605347
188	0.718401312828064
189	0.5531617403030396
190	0.6005532741546631
191	0.5495554208755493
192	0.8945391178131104
193	0.8786123394966125
194	0.47714781761169434
195	0.6206709146499634
196	0.7154070138931274
197	0.6700515151023865
198	0.4783231019973755
199	0.48038250207901
200	0.537091076374054
201	0.6020205616950989
202	0.5496088266372681
203	0.7358400225639343
204	0.4316738247871399
205	0.3611129820346832
206	0.3994646370410919
207	0.4724155366420746
208	0.7362335920333862
209	0.7004516124725342
210	0.6132366061210632
211	0.5505127310752869
212	0.609691858291626
213	0.6843949556350708
214	0.6260842680931091
215	0.4844609498977661
216	0.593879759311676
217	0.44765639305114746
218	0.45816436409950256
219	0.45903047919273376
220	0.4093732237815857
221	0.4544709622859955
222	0.6326442956924438
223	0.5443097352981567
224	0.6034725904464722
225	0.41942206025123596
226	0.2664077579975128
227	0.4150274693965912
228	0.6241498589515686
229	0.4741424024105072
230	0.5434677004814148
231	0.4506499767303467
232	0.3228885531425476
233	0.32464221119880676
234	0.7508894205093384
235	0.43259161710739136
236	0.47106119990348816
237	0.35202640295028687
238	0.44970160722732544
239	0.4878559112548828
240	0.6425431370735168
241	0.5734990239143372
242	0.36941635608673096
243	0.8343093395233154
244	0.33167997002601624
245	0.6122889518737793
246	0.4674457907676697
247	0.3187359869480133
248	0.5125972032546997
249	0.5711737871170044
250	0.6056830286979675
251	0.6897836923599243
252	0.4120161831378937
253	0.9486786723136902
254	0.3169870376586914
255	0.37257853150367737
256	0.8055791258811951
257	0.45962727069854736
258	0.5745685696601868
259	0.34471893310546875
260	0.6308108568191528
261	0.555180013179779
262	0.4601290822029114
263	0.3099283277988434
264	0.5834300518035889
265	0.5934134125709534
266	0.31240108609199524
267	0.38574787974357605
268	0.381671279668808
269	0.5453997850418091
270	0.4335462152957916
271	0.383229523897171
272	0.49537524580955505
273	0.2518027722835541
274	0.5690208077430725
275	0.5495840311050415
276	0.41484227776527405
277	0.4100678265094757
278	0.576339066028595
279	0.6713107824325562
280	0.30700838565826416
281	0.37780776619911194
282	0.5519290566444397
283	0.33871614933013916
284	0.2724449932575226
285	0.8015945553779602
286	0.4950498640537262
287	0.3740089237689972
288	0.42427584528923035
289	0.849103569984436
290	0.28509727120399475
291	0.31192460656166077
292	0.442091166973114
293	0.6693784594535828
294	0.40380844473838806
295	0.6557925343513489
296	0.2959875464439392
297	0.5884547233581543
298	0.410653680562973
299	0.465792179107666
300	0.6947948932647705
301	0.5922988653182983
302	0.43843328952789307
303	0.42920926213264465
304	0.41961556673049927
305	0.15371020138263702
306	0.4354931116104126
307	0.542485773563385
308	0.29777082800865173
309	0.33352482318878174
310	0.8813690543174744
311	0.4283156394958496
312	0.40777212381362915
313	0.6614781618118286
314	0.6106999516487122
315	0.5670154094696045
316	0.3713199198246002
317	0.3928843140602112
318	0.3277514576911926
319	0.6259613037109375
320	0.7302409410476685
321	0.2374417632818222
322	0.4542125165462494
323	0.4533751904964447
324	0.3683738708496094
325	0.4639517664909363
326	0.46994826197624207
327	0.3452523350715637
328	0.5204027891159058
329	0.258709579706192
330	0.6599199771881104
331	0.3547220528125763
332	0.5461980104446411
333	0.5919455885887146
334	0.5739515423774719
335	0.25337037444114685
336	0.14444953203201294
337	0.6010880470275879
338	0.47369304299354553
339	0.18315841257572174
340	0.48580390214920044
341	0.4506899118423462
342	0.726876974105835
343	0.29597362875938416
344	0.5907900929450989
345	0.4877221882343292
346	0.32426705956459045
347	0.4212210178375244
348	0.5751446485519409
349	0.679844856262207
350	0.2992921471595764
351	0.6573324799537659
352	0.5911508202552795
353	0.633327066898346
354	0.4526725113391876
355	0.6585836410522461
356	0.38720494508743286
357	0.21837317943572998
358	0.3752642273902893
359	0.3775283992290497
360	0.53509122133255
361	0.554968535900116
362	0.333045095205307
363	0.3512333631515503
364	0.44933533668518066
365	0.3477562665939331
366	0.6115941405296326
367	0.5307955145835876
368	0.6738872528076172
369	0.3669494390487671
370	0.43352505564689636
371	0.54994797706604
372	0.27403518557548523
373	0.37459278106689453
374	0.3403644263744354
375	0.42103439569473267
376	0.3939640522003174
377	0.13462135195732117
378	0.31421568989753723
379	0.7912973761558533
380	0.26972687244415283
381	0.3044144809246063
382	0.5861091613769531
383	0.5338578820228577
384	0.318846732378006
385	0.18242813646793365
386	0.40474560856819153
387	0.6669695973396301
388	0.17345425486564636
389	0.36480438709259033
390	0.5373182892799377
391	0.2694667875766754
392	0.3877841532230377
393	0.327655166387558
394	0.4317554831504822
395	0.4436641335487366
396	0.39845559000968933
397	0.39439570903778076
398	0.34597644209861755
399	0.11052435636520386
400	0.2533799707889557
401	0.28664982318878174
402	0.28513303399086
403	0.4313201904296875
404	0.6938191056251526
405	0.41990551352500916
406	0.29999005794525146
