Epoch	TestStd
1	0.9105117738246917
2	1.0753599256277084
3	0.9439629375934601
4	0.970604133605957
5	1.1934881389141083
6	1.145035630464554
7	1.4594696700572967
8	1.1065563201904296
9	1.0141047209501266
10	1.2054232120513917
11	1.0492095857858659
12	1.1914053559303284
13	1.0328495681285859
14	1.040312233567238
15	1.1989994943141937
16	1.0074879348278045
17	1.1682801127433777
18	1.1310747265815735
19	1.1639923065900804
20	1.195064079761505
21	1.3115776658058167
22	1.131086426973343
23	1.1716919481754302
24	1.1214724719524383
25	1.1821210086345673
26	0.9913246661424637
27	1.2463913202285766
28	0.9982770442962646
29	1.1794662475585938
30	1.0508972853422165
31	1.120383968949318
32	1.1078799307346343
33	1.2192265927791595
34	1.0752328157424926
35	1.1751399785280228
36	1.0747227728366853
37	1.148593693971634
38	1.1716255486011504
39	1.251979660987854
40	1.1270274877548219
41	1.035642296075821
42	1.121376395225525
43	1.094039860367775
44	1.0118055850267411
45	1.3849060893058778
46	1.2884043633937836
47	1.1321766138076783
48	1.0914311975240707
49	1.3002282679080963
50	1.3118827939033508
51	1.1983417987823486
52	1.3526703059673308
53	1.141534498333931
54	1.3096131384372711
55	1.2167084962129593
56	1.2407462775707245
57	1.3905844569206238
58	1.2896475613117218
59	1.2287064135074615
60	1.116464015841484
61	1.0195763260126114
62	1.132523813843727
63	1.3184994459152222
64	1.1124864369630814
65	1.2113385111093522
66	1.1223566114902497
67	1.2448565393686295
68	1.2705147087574005
69	1.1846358448266983
70	1.1482619404792787
71	1.17415209710598
72	1.0836062967777251
73	1.1513608008623124
74	1.2704597771167756
75	1.2968447148799895
76	1.2280901610851287
77	1.0782777488231658
78	1.2518220841884613
79	1.0720844119787216
80	1.1739031821489334
81	1.1732854127883912
82	1.1513443768024445
83	1.2221328139305114
84	1.142425400018692
85	1.1674990773200988
86	1.3527281045913697
87	1.1521784663200378
88	1.2215579509735108
89	1.351230752468109
90	1.1329755783081055
91	1.3309946179389953
92	1.1655839890241624
93	1.0478481769561767
94	1.174514463543892
95	1.1369317442178726
96	1.1508675009012221
97	1.23664131462574
98	1.1372160881757736
99	1.2259404122829438
100	1.2065909326076507
101	1.1585207879543304
102	1.2103604614734649
103	1.1188906908035279
104	1.1579186946153641
105	1.2333096981048584
106	1.2161366671323777
107	1.1487237840890885
108	1.2984901309013366
109	1.1921266734600067
110	1.5696728587150575
111	1.2030197590589524
112	1.1381159275770187
113	1.2698509752750398
114	1.1266211807727813
115	1.1846390306949615
116	1.1587040573358536
117	1.1871169447898864
118	1.149470606446266
119	1.1620716065168382
120	1.2395926535129547
121	1.3544074475765229
122	1.3735811173915864
123	1.403058761358261
124	1.3747088372707368
125	1.364744883775711
126	1.4170089960098267
127	1.424625027179718
128	1.5044061601161958
129	1.4535061776638032
130	1.3274457633495331
131	1.4097580373287202
132	1.4077552795410155
133	1.3484256505966186
134	1.4403355181217194
135	1.4596932649612426
136	1.502781516313553
137	1.4147033154964448
138	1.366646933555603
139	1.5010852754116057
140	1.3311518132686615
141	1.380078285932541
142	1.3331693410873413
143	1.4441469669342042
144	1.445436817407608
145	1.3695161402225495
146	1.3236503541469573
147	1.4340329885482788
148	1.4008823335170746
149	1.416336292028427
150	1.3997348606586457
151	1.4462905645370483
152	1.4644229888916016
153	1.4915192008018494
154	1.5068812370300293
155	1.5096362948417663
156	1.5163447916507722
157	1.5409891784191132
158	1.5735119044780732
159	1.5712021172046662
160	1.5751083314418792
161	1.578943407535553
162	1.581623524427414
163	1.5830004453659057
164	1.5810540616512299
165	1.5850889384746552
166	1.5905362367630005
167	1.586338722705841
168	1.5988441824913024
169	1.5911660850048066
170	1.5905130982398987
171	1.5992189407348634
172	1.600683969259262
173	1.6020039021968842
174	1.6052725434303283
175	1.5952528297901154
176	1.5996116161346436
177	1.6082550048828126
178	1.6035537421703339
179	1.6067854404449462
180	1.6148842990398407
181	1.617379015684128
182	1.6121691286563873
183	1.620208740234375
184	1.6156076908111572
185	1.618683898448944
186	1.6176720917224885
187	1.6280045568943025
188	1.6236274242401123
189	1.632565551996231
190	1.6268156826496125
191	1.6264187753200532
192	1.6330889642238617
193	1.626511138677597
194	1.637213760614395
195	1.6410264551639557
196	1.6320347011089325
197	1.635623562335968
198	1.6403591930866241
199	1.641544759273529
200	1.6371276557445527
201	1.637325757741928
202	1.647418773174286
203	1.6406623065471648
204	1.6456541955471038
205	1.6507656455039978
206	1.6543047964572906
207	1.6527769446372986
208	1.6499250650405883
209	1.6463579714298249
210	1.6519998013973236
211	1.6537708580493926
212	1.6494261026382446
213	1.6530515193939208
214	1.651060450077057
215	1.656165075302124
216	1.6523049175739288
217	1.6583695828914642
218	1.6576174259185792
219	1.6540501236915588
220	1.6584056675434113
221	1.659628564119339
222	1.6539084017276764
223	1.6506877422332764
224	1.6461582958698273
225	1.6604471981525422
226	1.6575643122196198
227	1.6568583428859711
228	1.6525286078453063
229	1.647517830133438
230	1.6560703694820404
231	1.6652796030044557
232	1.659098470211029
233	1.6555559039115906
234	1.6567676603794097
235	1.6588931143283845
236	1.6584113657474517
237	1.6554023981094361
238	1.6663979589939117
239	1.6561942636966704
240	1.6616665482521058
241	1.6595359861850738
242	1.6610156536102294
243	1.6619530081748963
244	1.660433006286621
245	1.660421907901764
246	1.6605603754520417
247	1.66173797249794
248	1.6609669864177703
249	1.659571647644043
250	1.6637365639209747
251	1.6630951583385467
252	1.6561745822429657
253	1.6589568316936494
254	1.6676771938800812
255	1.6618132770061493
256	1.6673044323921205
257	1.664153915643692
258	1.6662101984024047
259	1.6668824970722198
260	1.6712615013122558
261	1.6674172043800355
262	1.6686636924743652
263	1.6716264367103577
264	1.6708807229995728
265	1.669472861289978
266	1.6776788055896759
267	1.6699046611785888
268	1.6727804005146027
269	1.6742470920085908
270	1.6780178606510163
271	1.6783917009830476
272	1.6746363937854767
273	1.6828034579753877
274	1.6832166016101837
275	1.6751395761966705
276	1.675072681903839
277	1.6789676249027252
278	1.6757037401199342
279	1.6800655961036681
280	1.6759945034980774
281	1.6815281629562377
282	1.6802015781402588
283	1.684446495771408
284	1.6892516016960144
285	1.6831785798072816
286	1.681881844997406
287	1.6813892424106598
288	1.6793363213539123
289	1.680290400981903
290	1.6825897097587585
291	1.6835637211799621
292	1.6810863673686982
293	1.6782559752464294
