BatchIdx	TrainPerBatchStd
0	0.43218663334846497
1	0.5611950755119324
2	0.4293649196624756
3	0.6143496632575989
4	0.6161893606185913
5	0.7170334458351135
6	0.6891776323318481
7	0.7666413187980652
8	0.8449888825416565
9	0.8592687845230103
10	1.102681040763855
11	0.9693311452865601
12	1.0252166986465454
13	1.0075491666793823
14	0.7730120420455933
15	0.9684375524520874
16	1.0159062147140503
17	1.0515937805175781
18	1.0063717365264893
19	1.0494146347045898
20	1.100128412246704
21	1.0361627340316772
22	0.9929889440536499
23	0.8390021920204163
24	0.858523964881897
25	0.9540835022926331
26	0.9874423742294312
27	1.0787246227264404
28	0.947996199131012
29	0.8746063709259033
30	0.9141398668289185
31	1.2543972730636597
32	0.9269677996635437
33	0.9184771776199341
34	0.9956523180007935
35	0.9199731945991516
36	1.117608904838562
37	1.1618164777755737
38	0.9358363747596741
39	0.8625840544700623
40	1.0272451639175415
41	0.7160428762435913
42	0.8267953991889954
43	0.9262959361076355
44	0.8405382633209229
45	0.9430831670761108
46	0.9379374980926514
47	0.8319717645645142
48	0.8832467198371887
49	0.7727476358413696
50	0.7342223525047302
51	0.7310040593147278
52	1.2330515384674072
53	1.0693050622940063
54	0.9072073101997375
55	0.7736353278160095
56	0.7921823263168335
57	1.1506710052490234
58	0.8935027122497559
59	0.8724442720413208
60	0.7364696264266968
61	0.9296938180923462
62	0.7045355439186096
63	1.019304871559143
64	0.8609872460365295
65	0.5960373878479004
66	1.2236956357955933
67	0.9309529662132263
68	0.7167671322822571
69	0.7810990214347839
70	0.9289742112159729
71	0.8401530981063843
72	0.8579593300819397
73	0.9583922028541565
74	0.5672222971916199
75	0.7313970923423767
76	0.8852872252464294
77	0.6656447052955627
78	0.9773973226547241
79	0.7175034880638123
80	0.8848938345909119
81	0.8900413513183594
82	1.205349087715149
83	0.8862436413764954
84	1.0204702615737915
85	0.8709301352500916
86	0.8716009855270386
87	0.8778548836708069
88	0.8469178080558777
89	0.6813454627990723
90	0.7245495915412903
91	0.8547556400299072
92	1.0457485914230347
93	0.8944456577301025
94	0.6164232492446899
95	1.0775173902511597
96	0.9394655823707581
97	0.8228407502174377
98	0.5664146542549133
99	0.9980687499046326
100	0.6566687226295471
101	0.7041937112808228
102	0.7690274119377136
103	1.3203577995300293
104	1.0968225002288818
105	0.9035373330116272
106	0.6450324654579163
107	0.7592204809188843
108	0.9898914694786072
109	0.7283079028129578
110	0.9662094712257385
111	0.6652960777282715
112	0.5990786552429199
113	0.8067471981048584
114	0.7338938117027283
115	0.9579817056655884
116	1.1672186851501465
117	0.841434895992279
118	0.676994264125824
119	0.6345798969268799
120	0.5637746453285217
121	0.5870184302330017
122	0.6775484085083008
123	0.7931545972824097
124	0.6508906483650208
125	0.5961906313896179
126	0.6861039400100708
127	0.898714005947113
128	0.5980545878410339
129	0.6874287128448486
130	0.8149967789649963
131	0.8689629435539246
132	0.678045392036438
133	0.5875508785247803
134	0.7184320092201233
135	0.7267404794692993
136	0.8904098868370056
137	0.9409008622169495
138	0.5443922877311707
139	0.6664378046989441
140	0.8672764301300049
141	0.8985318541526794
142	0.887406051158905
143	0.4092528522014618
144	0.7706038355827332
145	1.135729193687439
146	0.6443032026290894
147	0.8196257948875427
148	0.6360379457473755
149	0.6709148287773132
150	0.4600638747215271
151	0.7208030223846436
152	0.550348699092865
153	0.8850947618484497
154	0.648830235004425
155	0.549174427986145
156	0.5836977958679199
157	0.7849067449569702
158	0.653212308883667
159	0.5085055232048035
160	0.8291102647781372
161	0.8326613306999207
162	0.5716465711593628
163	0.6903191208839417
164	0.8159149289131165
165	0.5935742855072021
166	0.4439120888710022
167	0.7388170957565308
168	0.5303308367729187
169	0.8383482098579407
170	0.6178704500198364
171	0.8249764442443848
172	0.6945500373840332
173	0.511491060256958
174	0.6177558302879333
175	0.5588201880455017
176	0.5521132349967957
177	0.5039284229278564
178	0.43460243940353394
179	0.7887676358222961
180	0.9674184918403625
181	0.731899619102478
182	0.2803208529949188
183	0.7052629590034485
184	0.6439213752746582
185	0.5819214582443237
186	0.6177812814712524
187	0.6571629643440247
