BatchIdx	TestPerBatchMean
0	1.7676653861999512
1	1.8037853240966797
2	1.7809982299804688
3	1.7990407943725586
4	1.8308813571929932
5	1.8636722564697266
6	1.8321034908294678
7	1.8125231266021729
8	1.7966058254241943
9	1.7973334789276123
10	1.8555797338485718
11	1.774063229560852
12	1.800163745880127
13	1.7889946699142456
14	1.7854046821594238
15	1.7848565578460693
16	1.7897975444793701
17	1.8426098823547363
18	1.8622686862945557
19	1.8092049360275269
20	1.665024757385254
21	1.611267328262329
22	1.6869571208953857
23	1.7810298204421997
24	1.6737009286880493
25	1.6943613290786743
26	1.6781750917434692
27	1.6352331638336182
28	1.6527951955795288
29	1.7110254764556885
30	1.7199337482452393
31	1.732740879058838
32	1.6863129138946533
33	1.7474079132080078
34	1.6517281532287598
35	1.5629206895828247
36	1.726801872253418
37	1.6377923488616943
38	1.6571433544158936
39	1.756984829902649
40	1.051130771636963
41	1.083209753036499
42	1.078957438468933
43	1.0666662454605103
44	1.120729923248291
45	1.1070835590362549
46	1.1191389560699463
47	1.0763931274414062
48	1.0972049236297607
49	0.9993265867233276
50	1.1207046508789062
51	1.1290500164031982
52	1.072432279586792
53	1.0801846981048584
54	1.0993170738220215
55	0.9928598999977112
56	1.1141566038131714
57	1.1460340023040771
58	1.0214431285858154
59	1.1115652322769165
60	0.7703601121902466
61	0.8294767141342163
62	0.7380344271659851
63	0.8267459273338318
64	0.9049368500709534
65	0.8948052525520325
66	0.8792171478271484
67	0.7797626256942749
68	0.8273309469223022
69	0.8028094172477722
70	0.8424049615859985
71	0.8724592328071594
72	0.7999567985534668
73	0.8217694759368896
74	0.7306599617004395
75	0.8065899014472961
76	0.8182863593101501
77	0.7724538445472717
78	0.7835246324539185
79	0.9904365539550781
80	0.8777928352355957
81	0.8697402477264404
82	0.7824715375900269
83	0.9337892532348633
84	0.9953835010528564
85	0.918377161026001
86	0.8860306143760681
87	0.8935308456420898
88	0.9143269062042236
89	0.85465407371521
90	0.8928451538085938
91	0.9841338396072388
92	0.8652924299240112
93	0.8948467969894409
94	0.8457186222076416
95	0.9143167734146118
96	0.9262437224388123
97	0.8821839094161987
98	0.8888418674468994
99	1.0033690929412842
100	0.8551194667816162
