Epoch	TestLoss
1	1.8088776469230652
2	1.6834668457508086
3	1.084379443526268
4	0.8246010571718216
5	0.9011944591999054
6	0.9513985604047775
7	0.9831754624843597
8	0.7065208941698075
9	0.5816176652908325
10	0.8556617975234986
11	0.5884641170501709
12	0.7855084359645843
13	0.5786943420767784
14	0.6093694031238556
15	0.533661250770092
16	0.5309637799859047
17	0.7901401042938232
18	0.7589227288961411
19	0.6476202696561814
20	0.5810577049851418
21	0.6129674732685089
22	0.5714008420705795
23	0.6444853365421295
24	0.8805058181285859
25	0.54397202283144
26	0.46277580708265303
27	0.4891036540269852
28	0.5593726098537445
29	0.6078739762306213
30	0.384521359205246
31	0.4117438480257988
32	0.45453030318021775
33	0.4409293785691261
34	0.438498230278492
35	0.45836443156003953
36	0.4858758419752121
37	0.4534469321370125
38	0.44492586255073546
39	0.56920834928751
40	0.48745559751987455
41	0.47321095764636995
42	0.5269397541880607
43	0.5288913562893868
44	0.44300778657197953
45	0.6196935176849365
46	0.4635931983590126
47	0.4630049288272858
48	0.5667495176196098
49	0.5660624608397484
50	0.4959809362888336
51	0.46570216715335844
52	0.6357670783996582
53	0.582011203467846
54	0.478608763217926
55	0.48851280361413957
56	0.5620756134390831
57	0.41864317655563354
58	0.5075021520256996
59	0.5452915802598
60	0.3858364298939705
61	0.4104776680469513
62	0.4514595940709114
63	0.4355809509754181
64	0.4885594591498375
65	0.4698247730731964
66	0.5201520606875419
67	0.4543882727622986
68	0.47506137788295744
69	0.4996227577328682
70	0.4091473236680031
71	0.4269754409790039
72	0.46244140565395353
73	0.4692315772175789
74	0.5020962834358216
75	0.49744308143854143
76	0.493674473464489
77	0.5307200968265533
78	0.49115716218948363
79	0.5045893207192421
80	0.4992284744977951
81	0.43954096287488936
82	0.4280774474143982
83	0.5385722234845162
84	0.4818284839391708
85	0.5078625723719596
86	0.569394801557064
87	0.5183386325836181
88	0.4827595859766006
89	0.46106387823820116
90	0.42005794942379
91	0.4325233206152916
92	0.42991919368505477
93	0.4347931921482086
94	0.43139685690402985
95	0.4507210284471512
96	0.4603699088096619
97	0.45639993250370026
98	0.44891640096902846
99	0.45925966948270797
100	0.4438036039471626
101	0.47001770287752154
102	0.4535297602415085
103	0.5154336288571357
104	0.48645099997520447
105	0.46066679805517197
106	0.49277461022138597
107	0.4614215224981308
108	0.4609377905726433
109	0.5180529460310936
110	0.4639449238777161
111	0.49720424562692644
112	0.5650499776005745
113	0.5381849139928818
114	0.4943741291761398
115	0.4582549214363098
116	0.4840915188193321
117	0.5100579291582108
118	0.5258963346481323
119	0.46862535625696183
120	0.42228731513023376
121	0.4336087331175804
122	0.43186271339654925
123	0.43270381093025206
124	0.4298500880599022
125	0.4326882719993591
126	0.428243063390255
127	0.42854803055524826
128	0.4310535296797752
129	0.4326440617442131
130	0.43460903614759444
131	0.4379927009344101
132	0.43066403865814207
133	0.4298399671912193
134	0.4286926195025444
135	0.4358865931630135
136	0.4322989612817764
137	0.4363540470600128
138	0.4386059880256653
139	0.43819621205329895
140	0.4368093192577362
141	0.4375327780842781
142	0.4361566722393036
143	0.4367180153727531
144	0.4372725024819374
145	0.4370041325688362
146	0.4374325156211853
147	0.43582490235567095
148	0.4354003369808197
149	0.44168603122234346
150	0.4408803567290306
151	0.4406596377491951
152	0.4382018283009529
153	0.4401781141757965
154	0.44263676404953
155	0.4403011754155159
156	0.43759037405252454
157	0.4408908382058144
158	0.4408097490668297
159	0.4423669531941414
160	0.4420193910598755
161	0.44062174409627913
162	0.4437828168272972
163	0.4404564306139946
164	0.441071081161499
165	0.44057762771844866
166	0.4425672009587288
167	0.4416091084480286
168	0.4436407878994942
169	0.44300158619880675
170	0.44185309261083605
171	0.44300450682640075
172	0.44158795922994615
173	0.44223763048648834
174	0.4439093008637428
175	0.4417224332690239
