BatchIdx	TestPerBatchStd
0	0.7264291048049927
1	0.7947707176208496
2	0.8224540948867798
3	0.799453854560852
4	0.8651778697967529
5	0.8471885323524475
6	0.8364614844322205
7	0.8573189973831177
8	0.8283002972602844
9	0.8049343824386597
10	0.8229741454124451
11	0.6165003776550293
12	0.7619438767433167
13	0.7996817827224731
14	0.6978821754455566
15	0.8065173029899597
16	0.8002339601516724
17	0.8820082545280457
18	0.8368551135063171
19	0.8940308094024658
20	1.490950584411621
21	1.3667157888412476
22	1.482475757598877
23	1.6111019849777222
24	1.4475919008255005
25	1.4494215250015259
26	1.468371868133545
27	1.3930747509002686
28	1.4227871894836426
29	1.5261958837509155
30	1.4477232694625854
31	1.4240009784698486
32	1.412946343421936
33	1.5266371965408325
34	1.4634510278701782
35	1.3230289220809937
36	1.4333384037017822
37	1.413419485092163
38	1.5417366027832031
39	1.4562634229660034
40	1.0913199186325073
41	1.238351583480835
42	1.1759201288223267
43	1.251022458076477
44	1.2157143354415894
45	1.157091498374939
46	1.2734880447387695
47	1.2173056602478027
48	1.293847918510437
49	1.0434632301330566
50	1.1969680786132812
51	1.149916648864746
52	1.1413363218307495
53	1.1658577919006348
54	1.146941065788269
55	1.0868693590164185
56	1.144497275352478
57	1.2757388353347778
58	1.1830711364746094
59	1.1446484327316284
60	1.1313486099243164
61	1.1600147485733032
62	1.0520896911621094
63	1.109684705734253
64	1.2923305034637451
65	1.2857844829559326
66	1.269433617591858
67	1.1915578842163086
68	1.1902209520339966
69	1.0925103425979614
70	1.1923729181289673
71	1.1614747047424316
72	1.0886094570159912
73	1.1566109657287598
74	1.0526947975158691
75	1.1321295499801636
76	1.0571686029434204
77	1.1608412265777588
78	1.2193886041641235
79	1.3793989419937134
80	1.2261404991149902
81	1.261479139328003
82	1.1336220502853394
83	1.201515555381775
84	1.3982857465744019
85	1.2720239162445068
86	1.2011730670928955
87	1.2869963645935059
88	1.3045763969421387
89	1.1748155355453491
90	1.2196255922317505
91	1.2174547910690308
92	1.2289623022079468
93	1.2980787754058838
94	1.1351474523544312
95	1.2584118843078613
96	1.1800106763839722
97	1.278520107269287
98	1.2731643915176392
99	1.325624942779541
100	1.2070555686950684
101	1.2589603662490845
102	1.4064041376113892
103	1.3359605073928833
104	1.3811259269714355
105	1.379032850265503
106	1.4793455600738525
107	1.3883613348007202
108	1.4082149267196655
109	1.3641425371170044
110	1.2686744928359985
111	1.3704341650009155
112	1.3516972064971924
113	1.3283932209014893
114	1.3640104532241821
115	1.336044430732727
116	1.2540249824523926
117	1.463724970817566
118	1.296378254890442
119	1.3889890909194946
120	1.55211341381073
121	1.4353617429733276
122	1.3953220844268799
123	1.401997685432434
124	1.4216539859771729
125	1.4429435729980469
126	1.5063122510910034
127	1.450058102607727
128	1.4673947095870972
129	1.29789400100708
130	1.4407345056533813
131	1.4600805044174194
132	1.5399994850158691
133	1.378045916557312
134	1.453614354133606
135	1.3412526845932007
136	1.5078572034835815
137	1.3724523782730103
138	1.397873044013977
139	1.4171316623687744
140	1.078654170036316
141	1.2496644258499146
142	1.08833909034729
143	1.1633362770080566
144	1.3270478248596191
145	1.2479676008224487
146	1.2261298894882202
147	1.1442945003509521
148	1.2510074377059937
149	1.115869402885437
150	1.2303485870361328
151	1.2056101560592651
152	1.1746668815612793
153	1.1472089290618896
154	1.1862598657608032
155	1.0877885818481445
156	1.1268714666366577
157	1.1474699974060059
158	1.191033124923706
159	1.3754489421844482
160	1.025285243988037
161	1.0509310960769653
162	1.075231909751892
163	1.017646074295044
164	1.1168016195297241
165	1.030043125152588
166	1.0576928853988647
167	1.0894181728363037
168	1.0270265340805054
169	1.1200839281082153
170	1.1026841402053833
171	1.0928137302398682
172	1.0297198295593262
173	1.2180020809173584
174	0.951252281665802
175	0.9716285467147827
176	1.0474498271942139
177	0.8873859643936157
178	1.0331300497055054
179	1.140021800994873
180	1.2648242712020874
181	1.3594388961791992
182	1.2996388673782349
183	1.3562170267105103
184	1.3517194986343384
185	1.3292649984359741
186	1.4808056354522705
187	1.3963403701782227
188	1.4386781454086304
189	1.3036725521087646
190	1.3437191247940063
191	1.2451763153076172
192	1.3510606288909912
193	1.3628662824630737
194	1.44097101688385
195	1.3726484775543213
196	1.448940396308899
197	1.383071780204773
198	1.274153709411621
199	1.555917739868164
200	0.9260414242744446
201	1.0207711458206177
202	1.0809144973754883
203	1.0544575452804565
204	1.1937276124954224
205	1.0842450857162476
206	0.9829484820365906
207	1.1071584224700928
208	1.0097404718399048
209	1.0841106176376343
210	1.0809669494628906
211	1.0493545532226562
212	1.0272258520126343
213	1.1274471282958984
214	0.8909231424331665
215	1.1023340225219727
216	1.0930591821670532
217	1.0609803199768066
218	0.9765191078186035
219	1.1379081010818481
220	1.4533462524414062
221	1.27116060256958
222	1.3315659761428833
223	1.3949546813964844
224	1.5682793855667114
225	1.390847086906433
226	1.3810553550720215
227	1.2080243825912476
228	1.417258381843567
229	1.4453340768814087
230	1.3492951393127441
231	1.3151395320892334
232	1.3676961660385132
233	1.301729440689087
234	1.27644681930542
235	1.3553038835525513
236	1.4325729608535767
237	1.3030327558517456
238	1.2606230974197388
239	1.478887677192688
240	1.1344385147094727
241	1.2124720811843872
242	0.8808801770210266
243	1.205019235610962
244	1.4068398475646973
245	1.2337055206298828
246	1.2450169324874878
247	1.3068333864212036
248	1.3411213159561157
249	1.149170160293579
250	1.1880931854248047
251	1.1695598363876343
252	1.082474708557129
253	1.260269284248352
254	1.2150192260742188
255	1.157031536102295
256	1.1160435676574707
257	1.2259624004364014
258	1.2946295738220215
259	1.1166273355484009
260	1.158483624458313
261	1.1005791425704956
262	1.1159336566925049
263	1.2897570133209229
264	1.344274640083313
265	1.2298438549041748
266	1.2337783575057983
267	1.1157490015029907
268	1.1506669521331787
269	1.1739037036895752
270	1.2405269145965576
271	1.1443287134170532
272	1.215678334236145
273	1.2002360820770264
274	1.2690194845199585
275	1.1288713216781616
276	1.2029948234558105
277	1.1492408514022827
278	1.2575361728668213
279	1.1277059316635132
280	0.9881305694580078
281	1.0343257188796997
282	1.0175354480743408
283	1.1654090881347656
284	1.0526562929153442
285	1.062851905822754
286	1.0680851936340332
287	1.1101242303848267
288	1.0918598175048828
289	1.0762584209442139
290	1.0168176889419556
291	0.940549910068512
292	0.9673699140548706
293	1.1432551145553589
294	0.9773228168487549
295	1.0025347471237183
296	1.136791706085205
297	1.0789552927017212
298	1.0952787399291992
299	1.1215405464172363
300	1.0464677810668945
301	1.1455572843551636
302	1.1828844547271729
303	1.1784741878509521
304	1.1949506998062134
305	1.0952367782592773
306	1.0368696451187134
307	1.165541172027588
308	1.0602030754089355
309	1.0958644151687622
310	1.1127747297286987
311	1.0579566955566406
312	1.0423496961593628
313	1.1360290050506592
314	0.9786353707313538
315	1.1076982021331787
316	1.0558289289474487
317	1.0919398069381714
318	1.145093560218811
319	1.0957787036895752
320	1.7050626277923584
321	1.450448989868164
322	1.4563699960708618
323	1.5921961069107056
324	1.6123937368392944
325	1.705000400543213
326	1.563131332397461
327	1.4771164655685425
328	1.6206482648849487
329	1.4157634973526
330	1.4915012121200562
331	1.5014344453811646
332	1.4838892221450806
333	1.554342269897461
334	1.6450408697128296
335	1.3669776916503906
336	1.5912508964538574
337	1.490884780883789
338	1.450728178024292
339	1.601501226425171
340	1.3557226657867432
341	1.4032381772994995
342	1.4451690912246704
343	1.3835958242416382
344	1.5997194051742554
345	1.344773292541504
346	1.4817699193954468
347	1.2891348600387573
348	1.548336386680603
349	1.468148946762085
