BatchIdx	TrainPerBatchMean
0	2.376156806945801
1	2.380284070968628
2	2.1483757495880127
3	2.0945851802825928
4	1.9786275625228882
5	1.8238801956176758
6	1.789814829826355
7	1.7314891815185547
8	1.6801648139953613
9	1.6267642974853516
10	1.539979100227356
11	1.4747430086135864
12	1.3763000965118408
13	1.3952224254608154
14	1.0414679050445557
15	1.3632707595825195
16	1.052865743637085
17	1.1462639570236206
18	1.1023831367492676
19	0.9816308617591858
20	0.8615208864212036
21	0.9260961413383484
22	1.0049097537994385
23	0.7883684635162354
24	0.8371977806091309
25	1.1338188648223877
26	0.791458785533905
27	0.8775067329406738
28	0.6869727969169617
29	0.7206041216850281
30	0.5550704002380371
31	0.9296331405639648
32	0.7373843193054199
33	0.6158485412597656
34	0.6805478930473328
35	0.5307807922363281
36	0.8068215847015381
37	0.6941430568695068
38	0.5770148634910583
39	0.5865046381950378
40	0.5998460650444031
41	0.5736346244812012
42	0.6291457414627075
43	0.5097045302391052
44	0.5584284663200378
45	0.4674014747142792
46	0.4615669548511505
47	0.6002743244171143
48	0.5660582184791565
49	0.5173642039299011
50	0.39287132024765015
51	0.4583231806755066
52	0.43190687894821167
53	0.5421174764633179
54	0.5739716291427612
55	0.6222726702690125
56	0.3275555372238159
57	0.5024179220199585
58	0.48263218998908997
59	0.548920214176178
60	0.4584665894508362
61	0.4044342041015625
62	0.3731253743171692
63	0.5853934288024902
64	0.37080976366996765
65	0.37715309858322144
66	0.5952258110046387
67	0.5549629330635071
68	0.4163106083869934
69	0.34726738929748535
70	0.5042290687561035
71	0.44404950737953186
72	0.43218743801116943
73	0.45327991247177124
74	0.3020086884498596
75	0.38875845074653625
76	0.42426860332489014
77	0.388974130153656
78	0.33639225363731384
79	0.39722806215286255
80	0.4161943793296814
81	0.41513171792030334
82	0.5668533444404602
83	0.39015060663223267
84	0.3308264911174774
85	0.3759366571903229
86	0.3592929542064667
87	0.38388675451278687
88	0.44201019406318665
89	0.3091402053833008
90	0.33457550406455994
91	0.4473441541194916
92	0.35661375522613525
93	0.39190471172332764
94	0.23682847619056702
95	0.46208250522613525
96	0.5008273124694824
97	0.40616118907928467
98	0.3798871636390686
99	0.3498799204826355
100	0.30095434188842773
101	0.32699334621429443
102	0.33255964517593384
103	0.38419073820114136
104	0.5140321850776672
105	0.3835717439651489
106	0.23102647066116333
107	0.20995059609413147
108	0.5906097888946533
109	0.3839496374130249
110	0.26132938265800476
111	0.25329044461250305
112	0.2812803387641907
113	0.2617264986038208
114	0.19141808152198792
115	0.3433772325515747
116	0.4620652198791504
117	0.44308653473854065
118	0.28144264221191406
119	0.4511474370956421
120	0.26430752873420715
121	0.24745945632457733
122	0.2050664722919464
123	0.4319201707839966
124	0.31001541018486023
125	0.29253262281417847
126	0.3504258990287781
127	0.24440112709999084
128	0.25326845049858093
129	0.23257195949554443
130	0.3111376166343689
131	0.2999331057071686
132	0.2677063047885895
133	0.2537405490875244
134	0.3047361373901367
135	0.22206448018550873
136	0.3515799641609192
137	0.48056161403656006
138	0.24056977033615112
139	0.28135448694229126
140	0.23297511041164398
141	0.3247907757759094
142	0.291573703289032
143	0.09689481556415558
144	0.27735066413879395
145	0.4762961268424988
146	0.2742043733596802
147	0.2227868139743805
148	0.3522084355354309
149	0.26967477798461914
150	0.16870471835136414
151	0.3046276867389679
152	0.21871373057365417
153	0.24051031470298767
154	0.2174743264913559
