Epoch	TestStd
1	0.6147162109613419
2	0.8831048399209976
3	0.7702020078897476
4	0.9210690826177597
5	1.0055163741111754
6	0.8603132516145706
7	1.1149442106485368
8	1.0669211387634276
9	1.1195297420024872
10	1.1499820351600647
11	1.1149660438299178
12	1.1032214403152465
13	1.0344516038894653
14	1.1177781850099564
15	1.1162325292825699
16	1.5766431033611297
17	1.4378121972084046
18	1.3004571974277497
19	1.3082153260707856
20	1.2904363751411438
21	1.2201528370380401
22	1.3074464797973633
23	1.444247978925705
24	1.640298217535019
25	1.4046844959259033
26	1.325721675157547
27	1.3400589585304261
28	1.4882689595222474
29	1.352065283060074
30	1.4065859735012054
31	1.4896810889244079
32	1.4571291863918305
33	1.6688042283058167
34	1.6434991002082824
35	1.6452906727790833
36	1.734686130285263
37	1.6320669054985046
38	1.7038619577884675
39	1.678767478466034
40	1.7056605875492097
41	1.7038648128509521
42	1.6949331402778625
43	1.7206174492836
44	1.808134663105011
45	2.043154686689377
46	1.8979376435279847
47	1.7758034467697144
48	1.8519454777240754
49	1.7687220573425293
50	1.9043273627758026
51	2.151872193813324
52	1.8804742574691773
53	1.8081638991832734
54	1.9857535541057587
55	2.0087677121162413
56	1.925597494840622
57	1.8369362890720367
58	1.7951900005340575
59	2.0611616373062134
60	1.772096449136734
61	1.7869949996471406
62	1.829082190990448
63	1.8508469581604003
64	1.8541998386383056
65	1.856658411026001
66	1.874130618572235
67	1.8854433715343475
68	1.894802552461624
69	1.9022393941879272
70	1.9141727149486543
71	1.9138991951942443
72	1.9287305891513824
73	1.9286545991897583
74	1.9383224427700043
75	1.9359884560108185
76	1.9492419958114624
77	1.9538920879364015
78	1.952266561985016
79	1.9559253990650176
80	1.9667823612689972
81	1.9662566244602204
82	1.971911656856537
83	1.9812428295612334
84	1.9730419039726257
85	1.9732071578502655
86	1.9793146967887878
87	1.9971123814582825
88	1.9827487409114837
89	1.999734342098236
90	1.9980725049972534
91	2.0028806567192077
92	1.9951895296573638
93	2.007416766881943
94	2.0105402290821077
95	2.010239577293396
96	2.0151133596897126
97	2.0168716609477997
98	2.0154852747917174
99	2.021403115987778
100	2.013666409254074
101	2.0290461421012878
102	2.026981544494629
103	2.0312519013881682
104	2.0293449103832244
105	2.0183338165283202
106	2.0344615042209626
107	2.0340671718120573
108	2.02771133184433
109	2.0267258882522583
110	2.0331275343894957
111	2.042961394786835
112	2.036710673570633
113	2.033061522245407
114	2.0318274080753325
115	2.0386508405208588
116	2.0408183932304382
117	2.0369589745998384
118	2.0335760593414305
119	2.039632034301758
120	2.038024115562439
121	2.048290157318115
122	2.0465299129486083
123	2.0366935968399047
124	2.0483463585376738
125	2.0414845943450928
126	2.0582526504993437
127	2.04290457367897
128	2.0399283289909365
129	2.049150747060776
130	2.0440287947654725
131	2.045343595743179
132	2.054289162158966
133	2.057080256938934
134	2.049687069654465
135	2.0498746156692507
136	2.0605207443237306
137	2.05377716422081
138	2.0544303953647614
139	2.04422248005867
140	2.0625018000602724
141	2.064395409822464
142	2.054369044303894
143	2.05884473323822
144	2.0743853092193603
145	2.0555804848670958
146	2.0538583993911743
147	2.0631400465965273
148	2.0592851996421815
149	2.0609301149845125
150	2.057374483346939
151	2.0665088057518006
152	2.0455023765563967
153	2.0631220519542692
154	2.059113347530365
155	2.0593658328056335
156	2.07226984500885
157	2.0645067930221557
158	2.0498026847839355
159	2.0722686409950257
160	2.0694044828414917
161	2.05996453166008
162	2.064197701215744
163	2.0586592733860014
164	2.064336520433426
165	2.061167228221893
166	2.05620596408844
167	2.062000411748886
168	2.0601850628852842
169	2.0640915811061857
170	2.066340613365173
171	2.0630999743938445
172	2.0598341047763826
173	2.061997926235199
174	2.0679495990276338
175	2.060513997077942
176	2.0590390861034393
177	2.067613899707794
178	2.0499186515808105
179	2.069647514820099
180	2.0809376299381257
181	2.065110146999359
182	2.0533080995082855
183	2.0649155020713805
184	2.070171332359314
185	2.0711580514907837
186	2.0700247824192046
187	2.070174664258957
188	2.0760843098163604
189	2.0591257512569427
190	2.0673253655433657
191	2.067640483379364
192	2.0724468290805818
193	2.0699201941490175
194	2.074619871377945
195	2.08713955283165
196	2.0723322570323943
197	2.079381066560745
198	2.066503310203552
199	2.0705389976501465
200	2.092483139038086
