Epoch	TrainStd
1	0.4873823875661396
2	0.5964528708659169
3	0.6352651015571926
4	0.6510808300941496
5	0.6519591925699083
6	0.6392271617032073
7	0.6262027864413493
8	0.6072354928764236
9	0.5826665342158979
10	0.5615960633968149
11	0.5404877664945315
12	0.5193333846071492
13	0.5039063855967558
14	0.48278787305287996
15	0.46942374613278964
16	0.44197418447345727
17	0.42939496280439676
18	0.4095867122987957
19	0.3979406619392088
20	0.3872270464439831
21	0.37725944843743464
22	0.357840262524917
23	0.36036097850945903
24	0.34297444086398005
25	0.3243710424779626
26	0.32611873791650736
27	0.31899654453672716
28	0.3018877807899814
29	0.29014133237054585
30	0.1605109934554533
31	0.12890490612296193
32	0.10423206293102726
33	0.10306920527058946
34	0.09579771161174683
35	0.09923277147914596
36	0.09609582556216308
37	0.106833727415794
38	0.09831614355506647
39	0.10342609645593959
40	0.1102259624939974
41	0.10181008671145991
42	0.11075848470563474
43	0.10643037869249616
44	0.11838104072338937
45	0.12097215592918341
46	0.10216395961849586
47	0.12274598064915755
48	0.11888424039382459
49	0.11577997075112732
50	0.10349249635653957
51	0.11611826982958924
52	0.11333121531321418
53	0.09929728253846964
54	0.1003195459566191
55	0.11610469435963332
56	0.09566319087172484
57	0.09713610043496732
58	0.0865750406413813
59	0.11447642314131073
60	0.05343076190970781
61	0.027654496911208113
62	0.01646016363907234
63	0.012104646748174791
64	0.0077698533607842134
65	0.005898534818707258
66	0.005129787654084775
67	0.004680599436423529
68	0.0044254982907115424
69	0.003674737395584116
70	0.0034729283832399473
71	0.00309908945727355
72	0.0029106259874789914
73	0.0026266825868619505
74	0.0026158506099534843
75	0.002506776935542407
76	0.002367013317617395
77	0.002411163097921559
78	0.002089401909365745
79	0.0019839827066270724
80	0.0017992939281663226
81	0.0018702018666593239
82	0.0018073225625679897
83	0.0017179280928576656
84	0.0016389856882550566
85	0.0016359056563764486
86	0.001617304977479741
87	0.001485459040850401
88	0.001457396974933603
89	0.00146867062591607
90	0.001362589537612665
91	0.0014009750053665274
92	0.0013524848954987896
93	0.0013893931913409915
94	0.001357850584569518
95	0.0012681127241973426
96	0.0012900829306253425
97	0.0012590955688899187
98	0.001235061902520092
99	0.0012469922483879644
100	0.0012382362646770084
101	0.0011579015132491155
102	0.00118387632524235
103	0.0012046374519631895
104	0.0011596923215848292
105	0.0011588760958019825
106	0.0011102639610910089
107	0.0011200175238469535
108	0.001088081888453749
109	0.0010756186304597274
110	0.001102599895188866
111	0.0010262554120052073
112	0.0010861998295609164
113	0.0010417678821123327
114	0.0010170081754356784
115	0.001023606237549873
116	0.001010207613781833
117	0.0010026307014958061
118	0.00102501123947987
119	0.0010276506921393163
120	0.000986438003637235
121	0.0010111925948876888
122	0.0009494721963930198
123	0.0010134654779545725
124	0.0009873728290178796
125	0.0009208157953485856
126	0.0009824958915882946
127	0.0009262639826135067
128	0.000921812757928296
129	0.0009233993908349911
130	0.0009922600575172536
131	0.0009559551039543908
132	0.0008950638398706742
133	0.000930435482121985
134	0.0009307016730499085
135	0.0009365105232440621
136	0.0010582545309659817
137	0.0009574440727427202
138	0.0009029846287259827
139	0.00090660343078844
140	0.0009382441868413659
141	0.0009081872733746944
142	0.0008365534894439914
143	0.0009241992038438845
144	0.0008778857385657509
145	0.0008856380217508568
146	0.0008776925576111192
147	0.0008472401367100265
148	0.0009082439877336983
149	0.0008412835330677354
150	0.0008682839891306409
151	0.0008452013504895074
152	0.0008516930285013517
153	0.0008332388865722157
154	0.0009451336436517908
155	0.0008547319400170699
156	0.000874909442192053
157	0.0008474747342018225
158	0.0008383426581398653
159	0.0008552055882588934
160	0.0009182940705862764
161	0.0008573547535477078
162	0.0008244625097849284
163	0.0008839368899090839
164	0.0008483846735743963
165	0.0008508769889532462
166	0.0008533423719004683
167	0.0008652019158155774
168	0.0008694011430122683
169	0.0008588088176134602
170	0.0008442007026651783
171	0.0008650681921629274
172	0.0008589070893394167
173	0.0008820950806461266
174	0.0008539381394799336
175	0.0008848645746537611
176	0.0008126231535445646
177	0.0008252653204883589
178	0.0008049328259759299
179	0.0008268733968889183
180	0.0007888192421538741
181	0.0008025139254932304
182	0.0008344432153581829
183	0.000795468742943719
184	0.00082793213871291
185	0.0008021024058160879
186	0.0007810471406000455
187	0.0008025303941673797
188	0.0007691695928767733
189	0.0008276911703107493
190	0.0007739553021539784
191	0.0008108269725003235
192	0.000796411826889819
193	0.0008101597467920912
194	0.0008068061093567534
195	0.0007931518309173243
196	0.0007929805532375308
197	0.0007957426568819567
198	0.0008028966791974262
199	0.0008162505647954781
200	0.0007680782092088485
