BatchIdx	TestPerBatchMean
0	1.4379761219024658
1	1.3881440162658691
2	1.4164650440216064
3	1.4977147579193115
4	1.4267879724502563
5	1.4654545783996582
6	1.4621186256408691
7	1.4186232089996338
8	1.4280836582183838
9	1.4430651664733887
10	1.4774469137191772
11	1.451698660850525
12	1.4159505367279053
13	1.4710230827331543
14	1.4040088653564453
15	1.4055118560791016
16	1.4767645597457886
17	1.3916358947753906
18	1.4465136528015137
19	1.4487863779067993
20	1.3826842308044434
21	1.3194620609283447
22	1.372131109237671
23	1.4398106336593628
24	1.391867995262146
25	1.3922114372253418
26	1.3913812637329102
27	1.3484435081481934
28	1.3651633262634277
29	1.3764996528625488
30	1.4448270797729492
31	1.4403955936431885
32	1.358999252319336
33	1.4567787647247314
34	1.3542189598083496
35	1.3720285892486572
36	1.4544016122817993
37	1.333739995956421
38	1.3813097476959229
39	1.428554654121399
40	1.2081156969070435
41	1.1601483821868896
42	1.1834070682525635
43	1.2590155601501465
44	1.260054349899292
45	1.2440435886383057
46	1.2645063400268555
47	1.2206381559371948
48	1.2322895526885986
49	1.1805871725082397
50	1.2614424228668213
51	1.1756772994995117
52	1.1844432353973389
53	1.260976791381836
54	1.1849644184112549
55	1.2199817895889282
56	1.2218680381774902
57	1.2253334522247314
58	1.2329148054122925
59	1.2488998174667358
60	1.1778771877288818
61	1.1471755504608154
62	1.1933245658874512
63	1.2205097675323486
64	1.1868761777877808
65	1.2042794227600098
66	1.1880165338516235
67	1.1680669784545898
68	1.184229850769043
69	1.1736830472946167
70	1.250004768371582
71	1.1814006567001343
72	1.1823536157608032
73	1.2450624704360962
74	1.172823190689087
75	1.1992831230163574
76	1.2996383905410767
77	1.1374874114990234
78	1.1570305824279785
79	1.2665433883666992
80	1.0053489208221436
81	0.9523902535438538
82	1.041334867477417
83	1.099286675453186
84	1.0210695266723633
85	1.0558555126190186
86	1.0502287149429321
87	1.0246434211730957
88	1.032102108001709
89	1.0659337043762207
90	1.0990535020828247
91	1.0775651931762695
92	0.980925440788269
93	1.0882353782653809
94	0.9713407158851624
95	1.0239646434783936
96	1.1165863275527954
97	0.9734519124031067
98	0.9569945931434631
99	1.120365023612976
100	0.9054624438285828
101	0.8792779445648193
102	0.9048987627029419
103	0.950555682182312
104	0.933334469795227
105	0.9131401777267456
106	0.9715709686279297
107	0.8870657682418823
108	0.9373486042022705
109	0.8760259747505188
110	0.9219076633453369
111	0.8969409465789795
112	0.8826555609703064
113	0.9425168037414551
114	0.9063474535942078
115	0.9104894399642944
116	0.9765812754631042
117	0.878772497177124
118	0.8669525980949402
119	0.9691853523254395
120	0.9505190849304199
121	0.9284292459487915
122	1.034169316291809
123	1.067520260810852
124	0.9801301956176758
125	1.0289548635482788
126	0.9947044849395752
127	0.9791076183319092
128	0.9382792711257935
129	1.0333895683288574
130	1.0568159818649292
131	1.0574705600738525
132	0.9645785093307495
133	1.0490293502807617
134	0.905846357345581
135	0.9562436938285828
136	1.023093581199646
137	0.8697243928909302
138	0.9506657123565674
139	1.0092246532440186
140	0.8971794843673706
141	0.8866776823997498
142	0.8378192186355591
143	0.9082144498825073
144	0.9645236134529114
145	0.9863980412483215
146	0.9387147426605225
147	0.8965131640434265
148	0.893756628036499
149	0.8424346446990967
150	0.9111241102218628
151	0.8476649522781372
152	0.8664949536323547
153	0.9360391497612
154	0.9102283716201782
155	0.9404380321502686
156	1.000895619392395
157	0.8800275325775146
158	0.8834599852561951
159	1.034210205078125
160	0.9370084404945374
161	0.8872060775756836
162	0.9226038455963135
163	1.0051251649856567
164	1.0019456148147583
165	0.9875072240829468
166	0.9908308386802673
167	0.9513199329376221
168	0.9803533554077148
169	0.9711947441101074
170	0.9687060117721558
171	0.946200966835022
172	0.9726245999336243
173	0.9810397028923035
174	0.9543008804321289
175	0.9851939082145691
176	1.0425647497177124
177	0.8958923816680908
178	0.9225480556488037
179	1.0450055599212646
180	0.8921966552734375
181	0.9293723106384277
182	0.9601786732673645
183	0.9977501630783081
184	0.9672731161117554
185	0.9429410099983215
186	0.9444068074226379
187	0.9493468999862671
188	0.9418469667434692
189	1.0030708312988281
190	0.9468966722488403
191	0.9842742681503296
192	0.9022136926651001
193	0.9785542488098145
194	0.8749477863311768
195	0.9211149215698242
196	0.9655290842056274
197	0.9385237693786621
198	0.8888761401176453
199	0.9870857000350952
200	0.8221675157546997
201	0.7864765524864197
202	0.7691155672073364
203	0.8587782382965088
204	0.8484934568405151
205	0.8293521404266357
206	0.8484691381454468
207	0.8137047290802002
208	0.8013535141944885
209	0.7758822441101074
210	0.8362963199615479
211	0.7912821769714355
212	0.7722382545471191
213	0.876811146736145
214	0.8094936609268188
215	0.8367013931274414
216	0.869114339351654
217	0.8665329217910767
218	0.842676043510437
219	0.8749280571937561
220	0.7618144750595093
221	0.6472254991531372
222	0.7146586179733276
223	0.8145511150360107
224	0.7725826501846313
225	0.7537361979484558
226	0.7697008848190308
227	0.7493088245391846
228	0.7811875343322754
229	0.7130337357521057
230	0.778618335723877
231	0.7260597348213196
232	0.7239236235618591
233	0.7583237290382385
234	0.6822382211685181
235	0.7276872396469116
236	0.769366443157196
237	0.6886253952980042
238	0.6855676174163818
239	0.7622650861740112
240	0.7589207887649536
241	0.699377715587616
242	0.7017542123794556
243	0.8134071230888367
244	0.756310224533081
245	0.7375208139419556
246	0.7379525899887085
247	0.7417047619819641
248	0.7119389772415161
249	0.71925950050354
250	0.7443020343780518
251	0.7277066707611084
252	0.737212598323822
253	0.7923827767372131
254	0.7455559968948364
255	0.7478337287902832
256	0.8020976185798645
257	0.7170774936676025
258	0.7420291900634766
259	0.8208723664283752
260	0.606303334236145
261	0.5767097473144531
262	0.590722918510437
263	0.7500094175338745
264	0.7293088436126709
265	0.727157473564148
266	0.7083926200866699
267	0.7081279158592224
268	0.6773138046264648
269	0.6337283849716187
270	0.6593525409698486
271	0.6199934482574463
272	0.5992342829704285
273	0.6941394805908203
274	0.6548433303833008
275	0.652198314666748
