BatchIdx	TestPerBatchStd
0	0.5697846412658691
1	0.6320935487747192
2	0.6149314641952515
3	0.6377490758895874
4	0.6054991483688354
5	0.6268255114555359
6	0.6753504276275635
7	0.6588946580886841
8	0.6428226828575134
9	0.628295361995697
10	0.6101289391517639
11	0.5847345590591431
12	0.5710967779159546
13	0.6250871419906616
14	0.5709835290908813
15	0.6212937831878662
16	0.5966579914093018
17	0.5689799189567566
18	0.619876503944397
19	0.6332385540008545
20	0.8647404909133911
21	0.8422753810882568
22	0.8890005946159363
23	0.9148436188697815
24	0.8700115084648132
25	0.8475456833839417
26	0.905764639377594
27	0.8927468657493591
28	0.8694134950637817
29	0.9176458716392517
30	0.9140762090682983
31	0.9007396697998047
32	0.878863513469696
33	0.9297741651535034
34	0.8422695398330688
35	0.8672664165496826
36	0.8831254243850708
37	0.8160859942436218
38	0.8902363181114197
39	0.925671398639679
40	0.7215516567230225
41	0.7094156742095947
42	0.7529484033584595
43	0.8432454466819763
44	0.8146646022796631
45	0.8112303018569946
46	0.8625399470329285
47	0.8154946565628052
48	0.8295851945877075
49	0.7277830839157104
50	0.7542118430137634
51	0.7057342529296875
52	0.7146950364112854
53	0.7767028212547302
54	0.7087612152099609
55	0.8215577006340027
56	0.7743622064590454
57	0.7358036041259766
58	0.8497369289398193
59	0.6740155816078186
60	0.8795814514160156
61	0.8835285902023315
62	0.8774228692054749
63	0.96933913230896
64	0.9196175932884216
65	0.9417493343353271
66	0.9511889219284058
67	0.9706705808639526
68	0.9573484659194946
69	0.9372735619544983
70	0.9401525259017944
71	0.892387330532074
72	0.8828446269035339
73	0.9012717008590698
74	0.9133457541465759
75	0.9190278649330139
76	0.9255394339561462
77	0.8971264958381653
78	0.8796918988227844
79	0.982273519039154
80	0.9873669147491455
81	0.9492819905281067
82	0.9749679565429688
83	1.042842984199524
84	0.9561439156532288
85	1.0370854139328003
86	1.1083694696426392
87	1.0471614599227905
88	1.0398454666137695
89	1.047637939453125
90	1.0121098756790161
91	1.0090744495391846
92	0.937877893447876
93	1.0635881423950195
94	0.9494902491569519
95	1.0299063920974731
96	0.9682921767234802
97	0.9520260095596313
98	0.9455715417861938
99	1.051687240600586
100	0.8254457116127014
101	0.8441349267959595
102	0.8524331450462341
103	0.930555522441864
104	0.896445095539093
105	0.8302519917488098
106	0.9717249870300293
107	0.8511838912963867
108	0.9241439700126648
109	0.8594670295715332
110	0.8653520941734314
111	0.8203504085540771
112	0.7824486494064331
113	0.8483111262321472
114	0.8300060033798218
115	0.9153975248336792
116	0.8808361291885376
117	0.811410665512085
118	0.8400012850761414
119	0.8263648748397827
120	1.0513741970062256
121	1.0666028261184692
122	1.2043651342391968
123	1.1906490325927734
124	1.1292152404785156
125	1.1069822311401367
126	1.179251790046692
127	1.1670453548431396
128	1.1842244863510132
129	1.11885404586792
130	1.164963722229004
131	1.1529806852340698
132	1.0238863229751587
133	1.1666479110717773
134	1.0236047506332397
135	1.1166040897369385
136	1.101286768913269
137	0.9622399210929871
138	1.070422649383545
139	1.1176830530166626
140	1.0037628412246704
141	1.0825461149215698
142	0.9688934683799744
143	1.2075750827789307
144	1.1669470071792603
145	1.1938618421554565
146	1.056040644645691
147	1.1092605590820312
148	1.1198841333389282
149	0.981327474117279
150	1.0098804235458374
151	0.9559872150421143
152	0.9670670032501221
153	1.0300958156585693
154	1.0932859182357788
155	1.0762451887130737
156	1.0936493873596191
157	1.0453613996505737
158	1.0234594345092773
159	1.1532918214797974
160	1.0372340679168701
161	1.03499436378479
162	1.0732545852661133
163	1.166337013244629
164	1.2528932094573975
165	1.1478586196899414
166	1.1873972415924072
167	1.1434675455093384
168	1.1640644073486328
169	1.105887532234192
170	1.1062963008880615
171	1.0371729135513306
172	1.1421468257904053
173	1.1122159957885742
174	1.05880868434906
175	1.1532374620437622
176	1.1453648805618286
177	1.0311905145645142
178	1.137259602546692
179	1.1535130739212036
180	1.0551836490631104
181	1.1368681192398071
182	1.1969517469406128
183	1.224364995956421
184	1.17458176612854
185	1.0955802202224731
186	1.2222018241882324
187	1.240270972251892
188	1.21942937374115
189	1.2263851165771484
190	1.080696940422058
191	1.1297389268875122
192	1.1460299491882324
193	1.1818097829818726
194	1.0798386335372925
195	1.157545566558838
196	1.0778292417526245
197	1.1531494855880737
198	1.0464779138565063
199	1.1547064781188965
200	1.098720669746399
201	1.1151927709579468
202	1.041551947593689
203	1.2947559356689453
204	1.208810567855835
205	1.1514060497283936
206	1.1120564937591553
207	1.0840834379196167
208	1.155471920967102
209	1.003560185432434
210	1.0667937994003296
211	0.9450355172157288
212	0.9624541997909546
213	1.117424488067627
214	1.1450951099395752
215	1.129690408706665
216	1.1392929553985596
217	1.2180743217468262
218	1.1373871564865112
219	1.1724629402160645
220	1.0886338949203491
221	1.0528759956359863
222	1.118454933166504
223	1.2450579404830933
224	1.2129594087600708
225	1.1013233661651611
226	1.1278307437896729
227	1.1978060007095337
228	1.2372002601623535
229	1.0123891830444336
230	1.1277574300765991
231	0.9720859527587891
232	1.0623928308486938
233	1.163840651512146
234	1.0433493852615356
235	1.1309055089950562
236	1.0565513372421265
237	1.007562518119812
238	1.0284172296524048
239	1.0770342350006104
240	1.035345196723938
241	1.0010045766830444
242	0.9599818587303162
243	1.2002525329589844
244	1.0672062635421753
245	1.0355886220932007
246	1.027850866317749
247	1.0988391637802124
248	1.0616798400878906
249	0.9787591099739075
250	0.9850818514823914
251	0.9112001061439514
252	1.0049595832824707
253	1.0479092597961426
254	0.9900833368301392
255	1.1082825660705566
256	1.057596206665039
257	1.0405793190002441
258	1.0099283456802368
259	1.0669034719467163
260	0.9254870414733887
261	1.045842170715332
262	0.9970830082893372
263	1.2358942031860352
264	1.2746717929840088
265	1.2545610666275024
266	1.1906696557998657
267	1.3111199140548706
268	1.264277458190918
269	1.0810497999191284
270	1.0982657670974731
271	1.0223668813705444
272	0.979484498500824
273	1.1131422519683838
274	1.1101570129394531
275	1.0681960582733154
276	1.1793229579925537
277	0.9651380181312561
278	1.1046862602233887
279	1.1341478824615479
280	1.0507324934005737
281	1.1384522914886475
282	1.2560415267944336
283	1.3043843507766724
284	1.155281901359558
285	1.049823522567749
286	1.057226538658142
287	1.24545156955719
