Epoch	TestLoss
1	1.1472871065139771
2	1.277756005525589
3	1.023769924044609
4	1.0001440048217773
5	1.078657877445221
6	0.8378244668245316
7	0.8245519191026688
8	1.20847587287426
9	1.0309149205684662
10	0.902174562215805
11	1.100131806731224
12	1.0205933451652527
13	0.8225887805223465
14	0.8210603564977645
15	0.9015964061021805
16	1.8865698397159576
17	0.8253458648920059
18	0.8624630033969879
19	0.8951875686645507
20	0.8575139939785004
21	0.911728248000145
22	0.8742259472608567
23	0.7977395921945571
24	0.8454072773456573
25	0.8471483290195465
26	0.8032206624746323
27	0.7998430013656617
28	0.7921320706605911
29	0.793441116809845
30	0.8083771795034409
31	0.7848601669073105
32	0.7883263826370239
33	0.7920889347791672
34	0.791508138179779
35	0.7915717869997024
36	0.7925458729267121
37	0.7966435223817825
38	0.8015689432621003
39	0.7961767971515655
40	0.7965854853391647
41	0.7975335776805877
42	0.8010408461093903
43	0.7997417449951172
44	0.7990961462259293
45	0.8026412695646286
46	0.8179121404886246
47	0.800210303068161
48	0.8046197235584259
49	0.8045181065797806
50	0.804879555106163
51	0.8053085267543793
52	0.8087669670581817
53	0.8069630712270737
54	0.8110245496034623
55	0.8120417922735215
56	0.8154451847076416
57	0.8126372903585434
58	0.809641820192337
59	0.8159437984228134
60	0.8126682430505753
61	0.8117255240678787
62	0.8157021582126618
63	0.8152444362640381
64	0.8192794322967529
65	0.819286996126175
66	0.8166047215461731
67	0.8158323913812637
68	0.8175119906663895
69	0.8140341818332673
70	0.8203379034996032
71	0.8177857488393784
72	0.8215417265892029
73	0.8236763179302216
74	0.8203289955854416
75	0.8171543180942535
76	0.8197392970323563
77	0.8168894112110138
78	0.8169492214918137
79	0.8222192168235779
80	0.8190127879381179
81	0.8199613839387894
82	0.8217659175395966
83	0.8206108629703521
84	0.8202704906463623
85	0.817391237616539
86	0.8174176573753357
87	0.8258727639913559
88	0.8190506577491761
89	0.8223257541656495
90	0.8202691346406936
91	0.8223226398229599
92	0.8187589555978775
93	0.8199313074350357
94	0.8213285595178604
95	0.8235464066267013
96	0.8258461743593216
97	0.8263161152601242
98	0.8261829406023026
99	0.8267910331487656
100	0.8232713758945465
101	0.8293634235858918
102	0.8217530280351639
103	0.8260575026273728
104	0.8260335117578507
105	0.8235817521810531
106	0.8273291200399399
107	0.8290408939123154
108	0.8253817081451416
109	0.8219336658716202
110	0.8258624225854874
111	0.8272581905126571
112	0.8290399461984634
113	0.8247780054807663
114	0.8251623213291168
115	0.8233415395021438
116	0.8316010236740112
117	0.8248766928911209
118	0.8236303836107254
119	0.8271687924861908
120	0.8279733628034591
121	0.8263786256313324
122	0.8267508089542389
123	0.8274886429309845
124	0.8268924832344056
125	0.8277570575475692
126	0.827999371290207
127	0.8254023909568786
128	0.8213758826255798
129	0.8294498682022095
130	0.8259035170078277
131	0.8248389601707459
132	0.8295724421739579
133	0.8278029710054398
134	0.8263661831617355
135	0.8268017321825027
136	0.8287296891212463
137	0.8270319074392318
138	0.8251006871461868
139	0.8229080975055695
140	0.8273972898721695
141	0.8285594820976258
142	0.8267335951328277
143	0.8275414556264877
144	0.8316860675811768
145	0.8275085836648941
146	0.830375874042511
147	0.8289607614278793
148	0.8286259770393372
149	0.830917763710022
150	0.828715232014656
151	0.8282346099615097
152	0.8246557086706161
153	0.828147429227829
154	0.8303030014038086
155	0.8271327644586564
156	0.831482344865799
157	0.8272891640663147
158	0.8273317575454712
159	0.835314616560936
160	0.8277787953615189
161	0.8307930290699005
162	0.8299354702234268
163	0.8265329539775849
164	0.8286102741956711
165	0.8263797670602798
166	0.8275903254747391
167	0.8289583921432495
168	0.8283980786800385
169	0.8276857048273086
170	0.8290448367595673
171	0.8276031374931335
172	0.8272306740283966
173	0.8264742255210876
174	0.8309898167848587
175	0.8263331055641174
176	0.8270064055919647
177	0.830852496623993
178	0.8265214294195176
179	0.8284738034009933
180	0.8339188933372498
181	0.8302455365657806
182	0.8260586649179459
183	0.8292958587408066
184	0.8272248387336731
185	0.829479095339775
186	0.8285967320203781
187	0.8276525229215622
188	0.8317584306001663
189	0.8275195956230164
190	0.8294675350189209
191	0.8277644723653793
192	0.8290415525436401
193	0.8322005033493042
194	0.8320381432771683
195	0.8317774862051011
196	0.8289856672286987
197	0.8332036346197128
198	0.8287533611059189
199	0.828026008605957
200	0.8349731534719467
