BatchIdx	TestPerBatchMean
0	1.1561431884765625
1	1.0474085807800293
2	1.141228437423706
3	1.1160576343536377
4	1.1526217460632324
5	1.1433181762695312
6	1.188546895980835
7	1.1530303955078125
8	1.109954595565796
9	1.1351968050003052
10	1.2369178533554077
11	1.0905311107635498
12	1.1497983932495117
13	1.2093756198883057
14	1.1050875186920166
15	1.1073894500732422
16	1.2092622518539429
17	1.129791021347046
18	1.1405348777770996
19	1.2235475778579712
20	1.2760043144226074
21	1.175548791885376
22	1.288353681564331
23	1.318234920501709
24	1.3176467418670654
25	1.3074305057525635
26	1.2694227695465088
27	1.2430188655853271
28	1.2142174243927002
29	1.311875343322754
30	1.3531057834625244
31	1.3304271697998047
32	1.2167123556137085
33	1.3524028062820435
34	1.166222095489502
35	1.295207142829895
36	1.2974578142166138
37	1.1925392150878906
38	1.2589002847671509
39	1.370392084121704
40	1.0349030494689941
41	0.9549877047538757
42	0.9829795956611633
43	1.0363690853118896
44	1.0778367519378662
45	1.0116662979125977
46	0.9835484027862549
47	1.042851209640503
48	0.9637956619262695
49	1.025827407836914
50	1.1288727521896362
51	0.9302678108215332
52	0.9658645391464233
53	1.1283397674560547
54	0.9708141684532166
55	0.988499641418457
56	1.0999186038970947
57	1.0179853439331055
58	1.0241142511367798
59	1.1059564352035522
60	1.030343770980835
61	0.9369096755981445
62	1.0032426118850708
63	1.0286262035369873
64	1.0471994876861572
65	1.022637963294983
66	1.0133028030395508
67	0.9482568502426147
68	0.9261620044708252
69	0.9622762203216553
70	0.970152735710144
71	0.9367557764053345
72	0.9746036529541016
73	1.08795166015625
74	1.0255311727523804
75	0.9451478719711304
76	1.0545672178268433
77	1.0244460105895996
78	0.9556714296340942
79	1.1090949773788452
80	0.9581069350242615
81	1.0234525203704834
82	1.1355761289596558
83	1.1620612144470215
84	1.1052913665771484
85	1.079817771911621
86	1.017614483833313
87	1.0904443264007568
88	1.0215437412261963
89	1.1173715591430664
90	1.1203337907791138
91	1.0533638000488281
92	0.9532989859580994
93	1.182546615600586
94	1.0397100448608398
95	1.0812326669692993
96	1.198217749595642
97	1.0598137378692627
98	1.0170539617538452
99	1.1563061475753784
100	0.8690463304519653
101	0.7436103820800781
102	0.8000916242599487
103	0.7931636571884155
104	0.9812877774238586
105	0.8217929601669312
106	0.8598054647445679
107	0.8881708383560181
108	0.8231652975082397
109	0.7564957737922668
110	0.8144834637641907
111	0.7938040494918823
112	0.745551347732544
113	0.9098411798477173
114	0.8491708040237427
115	0.8299241662025452
116	0.9728212356567383
117	0.7872111797332764
118	0.7842225432395935
119	0.9328292608261108
120	0.7759648561477661
121	0.7323854565620422
122	0.7892996668815613
123	0.8758823275566101
124	0.9488234519958496
125	0.8001652956008911
126	0.8207505345344543
127	0.8717883229255676
128	0.7697329521179199
129	0.8100559711456299
130	0.8020387291908264
131	0.8428269624710083
132	0.7582261562347412
133	0.8937720060348511
134	0.775059700012207
135	0.7973647117614746
136	0.9326997995376587
137	0.7412801384925842
138	0.8407167196273804
139	0.9122046232223511
140	1.1906890869140625
141	1.1743624210357666
142	1.0478088855743408
143	1.1861941814422607
144	1.2966301441192627
145	1.2518434524536133
146	1.2408452033996582
147	1.2470608949661255
148	1.1992322206497192
149	1.197440266609192
150	1.1953403949737549
151	1.1990911960601807
152	1.1214414834976196
153	1.2423564195632935
154	1.2352105379104614
155	1.2537493705749512
156	1.3823599815368652
157	0.9940052628517151
158	1.1337004899978638
159	1.3801555633544922
160	1.0236011743545532
161	0.9597470164299011
162	1.07763671875
163	1.0074524879455566
164	1.0571708679199219
165	0.9954742193222046
166	1.0842161178588867
167	1.019361972808838
168	1.0347445011138916
169	1.0285706520080566
170	1.0326685905456543
171	0.9648994207382202
172	1.0049999952316284
173	1.0446175336837769
174	1.0253610610961914
175	0.9870776534080505
176	1.1546574831008911
177	0.9698522090911865
178	0.9687666893005371
179	1.177422046661377
180	0.9259461760520935
181	0.8291951417922974
182	0.9083393812179565
183	0.9547985196113586
184	1.009280800819397
185	0.8642970323562622
186	0.9700194001197815
187	0.9764846563339233
188	0.8190598487854004
189	0.9535176753997803
190	0.8642253279685974
191	0.9348030090332031
192	0.8040288090705872
193	0.8911446332931519
194	0.8287473320960999
195	0.8645904660224915
196	0.9972406029701233
197	0.9244483709335327
198	0.7707383632659912
199	0.9525856971740723
200	1.1304607391357422
201	1.1678779125213623
202	0.9517294764518738
203	1.074681043624878
204	1.1011173725128174
205	1.0882859230041504
206	1.101491928100586
207	1.1137728691101074
208	1.0828529596328735
209	1.0245215892791748
210	1.111281156539917
211	1.0037237405776978
212	1.091291069984436
213	1.2030608654022217
214	1.0629159212112427
215	1.128393292427063
216	1.2288413047790527
217	1.1127536296844482
218	1.0706846714019775
219	1.1528986692428589
220	1.000864028930664
221	0.9686328768730164
222	0.9872521758079529
223	1.0896186828613281
224	1.24921715259552
225	1.021593689918518
226	1.114914894104004
227	1.009695291519165
228	0.977022111415863
229	0.9984548091888428
230	0.9539957642555237
231	1.0001790523529053
232	0.8681021928787231
233	1.089098334312439
234	1.039430856704712
235	1.004454255104065
236	1.1286354064941406
237	0.9982483386993408
238	0.8828005790710449
239	1.0296564102172852
240	0.7391303181648254
241	0.7509043216705322
242	0.7947289943695068
243	0.9129080176353455
244	0.987348735332489
245	0.7861232757568359
246	0.8420848846435547
247	0.9225101470947266
248	0.7594162225723267
249	0.7683295011520386
250	0.7556785345077515
251	0.7353284955024719
252	0.7696923613548279
253	0.8449847102165222
254	0.8312805891036987
255	0.7959201335906982
256	0.8623769283294678
257	0.8403984308242798
258	0.8374270796775818
259	0.9152039289474487
260	0.7173997163772583
261	0.771115779876709
262	0.7269229292869568
263	0.8702801465988159
264	0.9441472291946411
265	0.9392727613449097
266	0.9027762413024902
267	0.9346855282783508
268	0.876717209815979
269	0.7418001294136047
270	0.7595951557159424
271	0.7176142334938049
272	0.6438223123550415
273	0.8671401143074036
274	0.8650408387184143
275	0.8182873129844666
276	0.9620758295059204
277	0.7338083982467651
278	0.6984524726867676
279	0.9302527904510498
280	0.7960747480392456
281	0.8690805435180664
282	0.7791638970375061
283	0.8810847401618958
284	1.05386221408844
285	0.9516623020172119
286	0.9140018820762634
287	0.9969777464866638
288	0.9595303535461426
289	0.8879441022872925
290	0.8270696997642517
291	0.7998351454734802
292	0.7899768352508545
293	1.0569963455200195
294	0.9455826282501221
295	0.8836805820465088
296	1.044892430305481
297	0.7489500045776367
298	0.923457145690918
299	0.9221047759056091
300	1.8761333227157593
301	1.764743447303772
302	1.9139357805252075
303	2.114356279373169
304	1.9310050010681152
305	1.9398202896118164
306	1.7844793796539307
307	1.87984299659729
308	1.626619577407837
309	1.970865249633789
310	1.9499372243881226
311	1.9490411281585693
312	1.7993173599243164
313	2.053600549697876
314	1.7894694805145264
315	1.9722384214401245
316	2.0138444900512695
317	1.7635570764541626
318	1.8074848651885986
319	1.8311048746109009
320	0.778278112411499
321	0.7129206657409668
322	0.7559977173805237
323	0.830801248550415
324	1.1208422183990479
325	0.7936739921569824
326	0.8549636602401733
327	0.8783103227615356
328	0.7904800176620483
329	0.7781875729560852
330	0.726521909236908
331	0.6852418184280396
332	0.7199454307556152
333	1.0077669620513916
334	0.8922638893127441
335	0.8516647219657898
336	0.9161374568939209
337	0.7199757099151611
338	0.8228261470794678
339	0.870117723941803
340	0.815302848815918
341	0.799028754234314
342	0.8357180953025818
343	0.8897656202316284
344	1.1414134502410889
345	0.8873293399810791
346	0.9006661176681519
347	0.9053548574447632
348	0.8093694448471069
