Epoch	TestStd
1	1.1289951026439666
2	1.539040994644165
3	1.2472612500190734
4	1.3399097144603729
5	1.4912826895713807
6	1.3259463906288147
7	1.3662481129169464
8	1.772735559940338
9	1.6947490990161895
10	1.550318706035614
11	1.7734345257282258
12	1.8358662903308869
13	1.6701247274875641
14	1.7052128791809082
15	1.8445017218589783
16	2.8071865916252134
17	1.8462327539920806
18	1.9474700331687926
19	1.989265114068985
20	1.9642883479595183
21	2.1374051928520204
22	2.059690499305725
23	1.995345264673233
24	2.079102623462677
25	2.0711201071739196
26	2.039299565553665
27	2.058918136358261
28	2.0477596163749694
29	2.0553358674049376
30	2.105453282594681
31	2.053669363260269
32	2.0647590279579164
33	2.07186541557312
34	2.0743428111076354
35	2.0758161902427674
36	2.080699050426483
37	2.089580810070038
38	2.1055434107780457
39	2.089472097158432
40	2.093039083480835
41	2.0965911567211153
42	2.1093450367450712
43	2.1059212684631348
44	2.101288175582886
45	2.113025540113449
46	2.1372692406177523
47	2.1027683675289155
48	2.1179303169250487
49	2.1181049942970276
50	2.1205197513103484
51	2.122083181142807
52	2.1313309550285338
53	2.128039699792862
54	2.1406206250190736
55	2.14315288066864
56	2.152160036563873
57	2.1422134339809418
58	2.1323984980583193
59	2.150895243883133
60	2.1465992748737337
61	2.1402065336704252
62	2.155292069911957
63	2.1522373080253603
64	2.1648005068302156
65	2.1631558358669283
66	2.1553974092006682
67	2.1543436348438263
68	2.159169340133667
69	2.1495159924030305
70	2.1672876715660094
71	2.161247581243515
72	2.1732122540473937
73	2.1783133924007414
74	2.1675960242748262
75	2.157529705762863
76	2.1671130776405336
77	2.157961666584015
78	2.159451550245285
79	2.1713346362113954
80	2.162002128362656
81	2.167399299144745
82	2.1725938498973845
83	2.1681901931762697
84	2.169160944223404
85	2.1602156698703765
86	2.1580470144748687
87	2.1825073778629305
88	2.1648745834827423
89	2.1730774879455566
90	2.1677657306194305
91	2.173620933294296
92	2.1630444169044494
93	2.1677352011203768
94	2.170765781402588
95	2.1790643692016602
96	2.185034763813019
97	2.1896885097026826
98	2.1848650574684143
99	2.1836358070373536
100	2.1784790098667144
101	2.1957722902297974
102	2.176158529520035
103	2.186645674705505
104	2.1837490677833555
105	2.1790783166885377
106	2.1885267555713654
107	2.1954647600650787
108	2.184306746721268
109	2.1758660793304445
110	2.1858795046806336
111	2.1892251312732696
112	2.193430322408676
113	2.182070016860962
114	2.181131386756897
115	2.177501541376114
116	2.2021441996097564
117	2.183088779449463
118	2.1785845518112184
119	2.18943595290184
120	2.190942406654358
121	2.1880976021289826
122	2.1883442401885986
123	2.1892408967018127
124	2.1882607281208037
125	2.1900538384914396
126	2.1908494234085083
127	2.1860255718231203
128	2.170313286781311
129	2.194970762729645
130	2.1866045951843263
131	2.182028478384018
132	2.196080094575882
133	2.190843653678894
134	2.1843387305736544
135	2.188875901699066
136	2.1950853288173677
137	2.188157284259796
138	2.184762704372406
139	2.17540158033371
140	2.1887742280960083
141	2.1936601400375366
142	2.1859588623046875
143	2.1890844643115996
144	2.2018644332885744
145	2.1926443219184875
146	2.197584843635559
147	2.194635754823685
148	2.1908442318439483
149	2.2003806948661806
150	2.190978878736496
151	2.1928641319274904
152	2.180755007266998
153	2.191325730085373
154	2.199226403236389
155	2.1904152274131774
156	2.203444254398346
157	2.189158761501312
158	2.1907410085201264
159	2.212331759929657
160	2.191806662082672
161	2.20209077000618
162	2.1958316564559937
163	2.1859901785850524
164	2.1909908652305603
165	2.1866531312465667
166	2.187890738248825
167	2.1942584037780763
168	2.1894942998886107
169	2.1926821947097777
170	2.193545800447464
171	2.1899919867515565
172	2.1878196775913237
173	2.1864443361759185
174	2.201235514879227
175	2.1875244617462157
176	2.189892238378525
177	2.2010981380939483
178	2.186407768726349
179	2.1933938801288604
180	2.206452172994614
181	2.199583798646927
182	2.184256500005722
183	2.1956368565559385
184	2.190301865339279
185	2.1936210811138155
186	2.1946984946727754
187	2.191539633274078
188	2.204373598098755
189	2.18961096405983
190	2.1963392019271852
191	2.190189856290817
192	2.1920883119106294
193	2.203649193048477
194	2.2043427765369414
195	2.2034989655017854
196	2.193823534250259
197	2.207164591550827
198	2.1933739721775054
199	2.1917259812355043
200	2.214267498254776
